"GSM897684" "GSM897685" "GSM897686" "GSM897687"
"AT1G03160" 2017 2825 1656 2524
"AT1G03170" 8 14 2 6
"AT1G03180" 27 112 24 111
"AT1G03190" 288 467 311 503
"AT1G03200" 51 57 29 40
"AT1G03210" 527 710 667 843
"AT1G03220" 10911 3095 10947 4165
"AT1G03230" 984 1676 1490 2273
"AT1G03240" 5 10 3 4
"AT1G03250" 681 761 644 675
"AT1G03260" 276 281 252 311
"AT1G03270" 54 207 66 210
"AT1G03280" 1255 1601 1318 1547
"AT1G03290" 1188 1243 1158 1049
"AT1G03300" 66 208 78 175
"AT1G03310" 688 1274 582 1063
"AT1G03320" 9 9 5 11
"AT1G03330" 539 886 588 959
"AT1G03340" 46 30 43 44
"AT1G03350" 1087 1146 1185 1023
"AT1G03360" 116 439 126 650
"AT1G03365" 529 1036 615 979
"AT1G03370" 1850 1264 2149 1385
"AT1G03380" 3257 3028 3153 2620
"AT1G03390" 9 3 7 2
"AT1G03400" 1345 321 1445 373
"AT1G03410" 254 181 317 158
"AT1G03420" 1 0 0 1
"AT1G03430" 388 337 475 339
"AT1G03440" 427 455 402 404
"AT1G03445" 2 6 2 2
"AT1G03457" 140 656 172 786
"AT1G03470" 141 248 162 249
"AT1G03475" 3240 5164 3125 5289
"AT1G03490" 0 2 1 0
"AT1G03495" 167 153 171 138
"AT1G03502" 6 2 5 1
"AT1G03506" 13 9 5 7
"AT1G03510" 21 63 14 79
"AT1G03515" 0 0 0 0
"AT1G03520" 801 600 775 543
"AT1G03530" 336 695 336 771
"AT1G03540" 64 117 70 117
"AT1G03545" 0 6 1 9
"AT1G03550" 336 197 249 195
"AT1G03560" 312 399 342 389
"AT1G03570" 0 0 0 0
"AT1G03580" 418 279 389 197
"AT1G03590" 1047 1933 1234 2052
"AT1G03600" 10020 11961 10621 11980
"AT1G03610" 2467 3846 2904 3941
"AT1G03620" 131 498 96 461
"AT1G03630" 1859 3623 1528 3512
"AT1G03640" 0 0 0 0
"AT1G03650" 49 56 78 100
"AT1G03660" 5 36 7 26
"AT1G03670" 11 7 4 2
"AT1G03680" 4838 3124 4293 3290
"AT1G03687" 286 569 269 674
"AT1G03700" 0 0 0 0
"AT1G03710" 15 28 4 12
"AT1G03720" 2 0 0 0
"AT1G03730" 192 148 254 150
"AT1G03740" 1616 965 2308 1108
"AT1G03743" 0 0 0 0
"AT1G03746" 0 1 0 0
"AT1G03750" 254 370 269 348
"AT1G03760" 174 625 194 635
"AT1G03770" 265 487 197 562
"AT1G03780" 21 846 11 786
"AT1G03790" 17 0 13 1
"AT1G03800" 39 37 47 32
"AT1G03810" 0 0 0 0
"AT1G03820" 517 75 159 61
"AT1G03830" 75 547 111 588
"AT1G03840" 5 23 3 25
"AT1G03850" 223 123 287 109
"AT1G03860" 802 1718 855 1926
"AT1G03870" 579 866 836 1018
"AT1G03880" 0 0 0 1
"AT1G03890" 2 0 0 0
"AT1G03900" 2742 2588 2659 2805
"AT1G03905" 52 77 64 112
"AT1G03910" 1564 4317 2068 4180
"AT1G03920" 24 85 20 63
"AT1G03930" 1267 852 1264 785
"AT1G03935" 16 17 14 22
"AT1G03940" 116 109 77 88
"AT1G03950" 416 189 462 199
"AT1G03960" 327 474 271 438
"AT1G03970" 186 267 159 305
"AT1G03980" 3 10 5 7
"AT1G03982" 0 1 0 0
"AT1G03990" 174 205 160 165
"AT1G04000" 432 352 465 344
"AT1G04010" 123 538 99 520
"AT1G04020" 74 301 89 269
"AT1G04030" 93 156 68 146
"AT1G04040" 518 634 965 798
"AT1G04050" 37 173 61 162
"AT1G04070" 109 106 105 120
"AT1G04080" 3796 6211 3953 6348
"AT1G04090" 13 23 7 14
"AT1G04100" 91 76 95 89
"AT1G04110" 21 512 23 396
"AT1G04120" 2011 3464 2033 3414
"AT1G04130" 229 329 202 341
"AT1G04140" 4250 5965 4445 5951
"AT1G04150" 0 38 0 33
"AT1G04160" 94 284 72 282
"AT1G04170" 1581 3173 1736 3323
"AT1G04171" 0 0 0 0
"AT1G04180" 10 1 3 1
"AT1G04190" 322 669 375 691
"AT1G04200" 675 1090 554 1125
"AT1G04210" 1525 2213 1640 2270
"AT1G04220" 1916 136 586 75
"AT1G04230" 232 411 272 393
"AT1G04240" 589 496 740 517
"AT1G04250" 263 184 352 209
"AT1G04260" 478 725 498 805
"AT1G04270" 3106 8963 3185 11095
"AT1G04280" 1985 2992 2073 2573
"AT1G04290" 33 37 35 38
"AT1G04295" 0 0 0 0
"AT1G04300" 4630 8092 6171 7938
"AT1G04310" 406 812 480 952
"AT1G04320" 0 0 0 0
"AT1G04330" 3 5 2 7
"AT1G04340" 255 383 238 403
"AT1G04350" 1476 515 1355 570
"AT1G04360" 142 73 141 86
"AT1G04370" 0 0 0 1
"AT1G04380" 4 7 3 4
"AT1G04390" 430 686 423 682
"AT1G04400" 6213 7177 5606 6025
"AT1G04410" 24835 17257 24225 20358
"AT1G04420" 1929 2580 2224 2513
"AT1G04425" 5 348 8 351
"AT1G04430" 1653 2578 1933 2782
"AT1G04440" 2620 2039 2577 1866
"AT1G04445" 2 4 1 5
"AT1G04450" 0 0 0 0
"AT1G04457" 38 46 24 49
"AT1G04470" 0 3 0 1
"AT1G04480" 1907 4574 1880 5443
"AT1G04490" 7 16 9 12
"AT1G04500" 9 1 8 2
"AT1G04501" 0 0 0 0
"AT1G04510" 1390 2977 1567 3277
"AT1G04520" 111 437 116 503
"AT1G04530" 2402 2219 2549 2263
"AT1G04540" 31 69 72 89
"AT1G04550" 329 586 380 575
"AT1G04555" 101 128 118 125
"AT1G04560" 0 0 0 0
"AT1G04570" 56 30 35 44
"AT1G04580" 3 3 3 0
"AT1G04590" 381 907 404 842
"AT1G04600" 6 53 7 23
"AT1G04610" 2 37 3 52
"AT1G04620" 1068 1059 1100 999
"AT1G04625" 0 0 0 0
"AT1G04630" 638 1138 637 1131
"AT1G04635" 17 30 13 27
"AT1G04640" 504 603 492 637
"AT1G04645" 0 0 0 0
"AT1G04650" 71 81 55 75
"AT1G04660" 55 19 46 85
"AT1G04670" 0 0 0 0
"AT1G04680" 6701 1937 3018 1974
"AT1G04684" 0 0 0 0
"AT1G04690" 2498 2368 1986 2562
"AT1G04700" 43 149 25 157
"AT1G04710" 491 526 438 637
"AT1G04720" 0 0 0 0
"AT1G04730" 58 275 57 240
"AT1G04750" 1797 2597 1690 2665
"AT1G04760" 2 69 9 51
"AT1G04770" 115 234 103 244
"AT1G04778" 8 7 4 6
"AT1G04780" 2225 1649 2208 1597
"AT1G04790" 807 1465 906 1493
"AT1G04800" 370 2388 430 2258
"AT1G04810" 2582 3336 2807 3484
"AT1G04820" 3782 10402 3186 11141
"AT1G04830" 914 1141 928 1107
"AT1G04840" 23 35 21 22
"AT1G04850" 2010 3263 2013 3472
"AT1G04860" 1089 1093 1126 1092
"AT1G04870" 554 1181 576 1498
"AT1G04880" 12 7 10 10
"AT1G04890" 1 0 0 0
"AT1G04900" 35 221 38 233
"AT1G04910" 640 989 680 989
"AT1G04920" 15 230 22 209
"AT1G04930" 94 61 70 64
"AT1G04940" 47 75 36 92
"AT1G04945" 117 108 118 141
"AT1G04950" 745 1909 856 1797
"AT1G04960" 686 437 714 413
"AT1G04970" 1567 1081 1488 1064
"AT1G04980" 214 203 145 197
"AT1G04985" 801 798 910 811
"AT1G04990" 474 495 446 526
"AT1G05000" 101 22 138 28
"AT1G05010" 5487 5587 8292 5985
"AT1G05020" 124 61 128 71
"AT1G05030" 409 427 394 431
"AT1G05040" 5 1 0 0
"AT1G05055" 250 359 234 385
"AT1G05060" 282 341 308 315
"AT1G05061" 8 14 10 10
"AT1G05065" 17 21 8 24
"AT1G05070" 412 585 437 563
"AT1G05080" 0 0 0 0
"AT1G05085" 1 0 0 0
"AT1G05090" 50 111 65 129
"AT1G05100" 243 30 241 33
"AT1G05120" 959 1188 861 1083
"AT1G05135" 21989 6975 24803 6341
"AT1G05136" 15 4 4 6
"AT1G05140" 1026 1306 985 1196
"AT1G05150" 881 2562 926 2547
"AT1G05160" 446 1097 506 1018
"AT1G05170" 307 269 362 277
"AT1G05180" 725 1215 746 1202
"AT1G05190" 5433 10030 5330 10292
"AT1G05200" 1440 1413 1450 1300
"AT1G05205" 122 347 156 459
"AT1G05210" 33 76 28 129
"AT1G05220" 1 7 3 6
"AT1G05230" 659 1528 725 1498
"AT1G05240" 0 2 0 0
"AT1G05250" 2 1 1 1
"AT1G05260" 4 30 4 46
"AT1G05270" 1028 1508 1283 1552
"AT1G05280" 0 2 0 0
"AT1G05290" 0 0 0 0
"AT1G05291" 0 0 0 0
"AT1G05300" 270 377 227 315
"AT1G05310" 110 171 125 143
"AT1G05320" 347 659 368 597
"AT1G05330" 13 2 15 8
"AT1G05340" 1524 331 1081 189
"AT1G05350" 644 982 670 1135
"AT1G05360" 243 1182 241 972
"AT1G05370" 22 141 22 111
"AT1G05380" 2038 2687 2202 2668
"AT1G05385" 212 438 278 394
"AT1G05390" 0 0 0 0
"AT1G05400" 22 23 23 34
"AT1G05410" 679 1572 813 1746
"AT1G05420" 46 89 27 97
"AT1G05430" 493 603 484 593
"AT1G05440" 2 76 4 80
"AT1G05450" 1 5 2 5
"AT1G05460" 220 1080 215 1166
"AT1G05470" 177 998 205 1026
"AT1G05490" 8 61 15 76
"AT1G05500" 1178 1841 1195 1726
"AT1G05510" 0 1 0 0
"AT1G05520" 1347 1468 1115 1518
"AT1G05530" 5 2 1 4
"AT1G05540" 60 66 68 58
"AT1G05550" 6 21 3 19
"AT1G05560" 390 112 497 105
"AT1G05562" 2 0 0 0
"AT1G05570" 1243 5244 1970 4935
"AT1G05575" 93 31 171 76
"AT1G05577" 0 10 0 6
"AT1G05580" 0 1 1 0
"AT1G05590" 360 580 294 527
"AT1G05600" 227 475 259 420
"AT1G05610" 13 46 23 41
"AT1G05615" 0 0 0 0
"AT1G05620" 176 457 147 398
"AT1G05630" 331 887 417 966
"AT1G05640" 29 214 31 241
"AT1G05650" 0 0 0 0
"AT1G05660" 0 0 0 0
"AT1G05670" 224 320 292 322
"AT1G05675" 561 96 1067 258
"AT1G05680" 549 37 171 38
"AT1G05690" 290 88 327 80
"AT1G05700" 10 2 4 6
"AT1G05710" 59 252 58 226
"AT1G05720" 293 432 279 472
"AT1G05730" 10 14 5 13
"AT1G05740" 0 0 1 0
"AT1G05750" 126 238 146 239
"AT1G05760" 0 0 0 0
"AT1G05770" 20 39 9 39
"AT1G05780" 148 144 96 131
"AT1G05785" 141 160 129 153
"AT1G05790" 1013 1490 1118 1415
"AT1G05800" 0 1 0 0
"AT1G05805" 1865 2305 1887 1990
"AT1G05810" 376 332 489 412
"AT1G05820" 129 81 106 86
"AT1G05830" 1688 2950 1892 2878
"AT1G05835" 63 3970 49 3624
"AT1G05840" 1704 2148 2169 2076
"AT1G05850" 9433 9545 10209 10438
"AT1G05860" 246 534 184 577
"AT1G05870" 468 1089 535 1127
"AT1G05880" 3 1 0 2
"AT1G05890" 3706 5239 4219 4956
"AT1G05894" 26 16 9 13
"AT1G05900" 537 435 496 407
"AT1G05910" 611 1052 502 1041
"AT1G05920" 0 0 0 0
"AT1G05925" 0 0 0 0
"AT1G05930" 0 0 0 1
"AT1G05940" 1444 1690 1409 1711
"AT1G05950" 74 311 113 297
"AT1G05960" 2576 2960 2951 3023
"AT1G05970" 209 591 288 799
"AT1G05980" 0 0 0 0
"AT1G05990" 0 1 0 0
"AT1G06000" 155 442 175 361
"AT1G06002" 0 0 0 0
"AT1G06010" 136 562 128 589
"AT1G06020" 44 53 18 22
"AT1G06030" 4 1 6 1
"AT1G06040" 6906 6324 6706 6074
"AT1G06050" 152 138 171 133
"AT1G06060" 677 731 624 748
"AT1G06070" 547 1068 568 1146
"AT1G06080" 29 406 7 334
"AT1G06090" 3 133 0 98
"AT1G06100" 1 87 0 101
"AT1G06110" 1760 2594 2105 2604
"AT1G06120" 1 3 0 7
"AT1G06130" 952 1492 946 1350
"AT1G06135" 0 0 1 1
"AT1G06137" 1 0 2 5
"AT1G06140" 18 36 24 36
"AT1G06148" 40 44 36 49
"AT1G06149" 0 0 0 0
"AT1G06150" 84 120 77 96
"AT1G06160" 55 36 59 55
"AT1G06170" 4 18 3 25
"AT1G06180" 166 355 107 333
"AT1G06190" 978 2190 982 2244
"AT1G06200" 1428 2491 1835 2332
"AT1G06210" 650 800 621 714
"AT1G06220" 1643 3488 1700 3824
"AT1G06225" 0 0 0 0
"AT1G06230" 2571 4996 2545 4719
"AT1G06240" 219 487 237 518
"AT1G06250" 107 207 76 182
"AT1G06260" 0 2 1 2
"AT1G06265" 75 276 100 290
"AT1G06270" 50 202 50 168
"AT1G06280" 0 0 0 1
"AT1G06290" 1580 2597 1577 2393
"AT1G06310" 2 13 0 6
"AT1G06320" 0 0 0 2
"AT1G06330" 0 0 0 0
"AT1G06340" 2 0 0 0
"AT1G06350" 6 128 4 148
"AT1G06360" 27 2584 19 2565
"AT1G06370" 116 229 171 328
"AT1G06380" 144 187 133 200
"AT1G06390" 1573 2672 1951 3162
"AT1G06400" 1581 2138 1788 1991
"AT1G06410" 4043 4152 4184 3804
"AT1G06420" 0 100 2 96
"AT1G06430" 6072 2849 5862 2813
"AT1G06440" 18 38 26 56
"AT1G06450" 143 294 143 318
"AT1G06460" 5227 2213 4524 1783
"AT1G06470" 513 596 433 561
"AT1G06475" 9 13 9 20
"AT1G06480" 0 0 0 0
"AT1G06490" 105 319 117 334
"AT1G06500" 196 535 173 449
"AT1G06510" 369 425 365 482
"AT1G06515" 221 444 224 467
"AT1G06520" 223 273 247 261
"AT1G06530" 1458 2207 1653 2078
"AT1G06540" 2 7 3 1
"AT1G06550" 331 1126 331 1145
"AT1G06560" 246 718 375 931
"AT1G06570" 15014 9105 16160 7540
"AT1G06580" 72 161 75 169
"AT1G06590" 325 741 372 833
"AT1G06610" 0 0 0 0
"AT1G06620" 295 686 385 798
"AT1G06630" 694 1389 609 1429
"AT1G06640" 1324 2306 1678 2337
"AT1G06645" 284 283 305 295
"AT1G06650" 1804 1226 1884 1156
"AT1G06660" 9 253 9 247
"AT1G06670" 1429 3237 1477 3282
"AT1G06680" 117437 82177 119580 77172
"AT1G06690" 891 878 1002 942
"AT1G06700" 3944 4294 4216 4157
"AT1G06710" 100 229 129 247
"AT1G06720" 356 1062 383 1464
"AT1G06730" 235 430 264 449
"AT1G06740" 112 259 76 212
"AT1G06750" 6 11 9 2
"AT1G06760" 5602 10483 4881 9208
"AT1G06770" 277 389 337 416
"AT1G06780" 321 304 335 297
"AT1G06790" 69 208 63 280
"AT1G06800" 445 479 539 562
"AT1G06810" 1 1 1 1
"AT1G06820" 916 985 871 897
"AT1G06830" 43 21 69 25
"AT1G06840" 1346 1164 1587 1332
"AT1G06850" 104 217 135 273
"AT1G06860" 0 0 0 0
"AT1G06870" 405 353 404 357
"AT1G06880" 0 0 0 0
"AT1G06890" 1371 1771 1315 1834
"AT1G06900" 1275 2440 1450 2570
"AT1G06910" 125 169 113 188
"AT1G06920" 0 0 0 0
"AT1G06923" 0 0 0 0
"AT1G06925" 0 0 0 0
"AT1G06930" 0 2 0 0
"AT1G06950" 3114 7991 3085 8446
"AT1G06960" 257 768 320 791
"AT1G06970" 8 5 4 2
"AT1G06980" 42 63 58 61
"AT1G06990" 0 0 0 0
"AT1G07000" 766 384 1119 519
"AT1G07010" 1036 1198 1318 1276
"AT1G07020" 226 526 254 556
"AT1G07025" 1 1 1 0
"AT1G07030" 649 601 617 647
"AT1G07040" 7759 2390 5635 2132
"AT1G07050" 167 134 184 107
"AT1G07051" 0 0 1 0
"AT1G07060" 0 3 1 4
"AT1G07070" 137 435 151 591
"AT1G07080" 3159 2216 2919 2139
"AT1G07090" 248 365 292 411
"AT1G07100" 0 0 0 0
"AT1G07110" 6942 7180 7890 7114
"AT1G07119" 6 6 8 5
"AT1G07120" 9 17 10 16
"AT1G07128" 0 0 0 0
"AT1G07130" 6 11 4 8
"AT1G07135" 939 208 1581 465
"AT1G07140" 2767 2914 3062 3186
"AT1G07150" 495 335 663 318
"AT1G07160" 68 11 127 33
"AT1G07170" 452 628 425 852
"AT1G07175" 0 34 1 36
"AT1G07180" 1823 1043 2550 1117
"AT1G07190" 0 0 0 0
"AT1G07200" 1247 3133 1669 3191
"AT1G07210" 283 699 306 750
"AT1G07220" 228 299 222 319
"AT1G07230" 1478 1719 1620 1694
"AT1G07240" 1614 1410 1936 1466
"AT1G07250" 2208 1512 2097 1358
"AT1G07260" 61 175 45 217
"AT1G07270" 5 43 14 13
"AT1G07280" 4696 1203 4455 903
"AT1G07290" 56 55 56 59
"AT1G07300" 76 149 77 149
"AT1G07310" 2587 2739 2544 2708
"AT1G07320" 7037 14367 7633 15097
"AT1G07330" 4 5 3 4
"AT1G07340" 3 1 5 2
"AT1G07350" 1100 2235 1161 2325
"AT1G07360" 1542 1953 1429 2035
"AT1G07370" 38 261 44 299
"AT1G07380" 404 558 378 550
"AT1G07390" 402 220 315 177
"AT1G07400" 29 46 39 51
"AT1G07410" 29 29 20 35
"AT1G07420" 562 693 602 667
"AT1G07430" 271 68 338 53
"AT1G07440" 745 341 895 339
"AT1G07450" 37 18 64 33
"AT1G07460" 0 1 0 0
"AT1G07470" 869 1134 900 1045
"AT1G07473" 6 2 3 6
"AT1G07476" 1 0 0 1
"AT1G07480" 996 1604 1103 1522
"AT1G07485" 0 0 0 2
"AT1G07490" 0 3 0 1
"AT1G07500" 25 12 31 18
"AT1G07510" 1050 1559 976 1400
"AT1G07520" 305 292 422 316
"AT1G07530" 1239 3149 1404 3047
"AT1G07540" 0 0 0 1
"AT1G07550" 0 0 0 2
"AT1G07560" 0 1 0 2
"AT1G07570" 1131 1588 1063 1628
"AT1G07580" 0 0 0 0
"AT1G07590" 7526 4835 5171 3789
"AT1G07600" 0 0 0 0
"AT1G07610" 701 505 424 388
"AT1G07615" 139 570 188 577
"AT1G07620" 50 9 43 22
"AT1G07630" 940 836 997 830
"AT1G07640" 634 363 566 445
"AT1G07645" 2 2 1 0
"AT1G07650" 3269 3118 3571 2729
"AT1G07660" 523 658 426 801
"AT1G07670" 1415 1528 1243 1721
"AT1G07680" 0 0 0 0
"AT1G07690" 0 1 0 3
"AT1G07700" 1134 992 1336 1030
"AT1G07702" 0 0 0 0
"AT1G07705" 463 690 450 704
"AT1G07710" 46 26 28 32
"AT1G07720" 4547 608 4483 580
"AT1G07725" 0 0 0 0
"AT1G07728" 4 1 1 2
"AT1G07730" 0 0 0 0
"AT1G07740" 48 103 55 101
"AT1G07745" 248 586 309 581
"AT1G07747" 1 0 0 0
"AT1G07750" 823 617 655 595
"AT1G07760" 0 0 0 0
"AT1G07770" 5629 15240 5640 16812
"AT1G07780" 206 530 130 512
"AT1G07790" 257 700 254 632
"AT1G07795" 0 0 1 0
"AT1G07800" 0 1 0 0
"AT1G07810" 2209 2344 2071 2385
"AT1G07820" 737 2711 842 3462
"AT1G07830" 217 1099 291 1220
