"GSM1276497" "GSM1276498" "GSM1276499" "GSM1276500" "GSM1276501" "GSM1276502" "GSM1276503" "GSM1276504" "GSM1276505" "GSM1276506"
"AT1G42110" 2 85 157 96 0 0 0 3 8 2
"AT1G42120" 0 0 0 0 0 0 0 0 0 0
"AT1G42130" 0 1 0 0 0 0 0 2 0 1
"AT1G42140" 3 0 0 0 0 0 2 1 2 1
"AT1G42150" 0 0 0 0 0 0 0 0 0 2
"AT1G42160" 0 0 0 0 0 0 0 0 0 0
"AT1G42170" 0 0 0 0 0 0 1 0 0 0
"AT1G42180" 0 0 0 0 0 0 0 0 0 0
"AT1G42190" 0 0 0 0 0 0 0 0 0 0
"AT1G42200" 0 0 0 0 1 4 1 3 0 0
"AT1G42210" 0 0 0 0 0 0 0 0 0 1
"AT1G42220" 0 0 0 0 0 0 0 0 0 0
"AT1G42230" 0 0 0 0 0 0 0 0 0 0
"AT1G42240" 0 0 0 0 0 0 0 0 0 0
"AT1G42250" 0 0 0 0 0 0 0 0 0 3
"AT1G42260" 0 0 0 0 0 0 0 0 0 0
"AT1G42270" 0 2 0 0 0 0 0 0 0 0
"AT1G42280" 0 0 0 0 0 0 0 0 0 0
"AT1G42290" 0 0 0 0 0 0 1 0 0 1
"AT1G42300" 0 0 1 0 0 0 0 0 0 0
"AT1G42310" 0 0 0 0 1 0 0 0 0 0
"AT1G42320" 0 0 0 0 0 0 4 0 0 0
"AT1G42350" 1 1 0 2 1 0 3 0 2 1
"AT1G42360" 0 0 0 0 0 0 0 0 0 0
"AT1G42365" 0 0 0 0 0 0 0 2 0 0
"AT1G42367" 0 0 0 0 0 0 0 0 0 0
"AT1G42370" 0 0 0 0 0 0 0 0 0 0
"AT1G42375" 0 0 0 0 0 0 0 0 0 0
"AT1G42377" 4 8 1 1 1 1 1 5 8 5
"AT1G42380" 0 0 0 0 0 0 0 0 1 0
"AT1G42385" 0 0 0 0 0 6 0 3 0 0
"AT1G42390" 0 0 0 0 0 0 0 0 0 0
"AT1G42393" 0 0 0 0 0 0 0 0 0 0
"AT1G42396" 0 0 0 0 0 0 0 0 0 0
"AT1G42400" 0 0 0 0 0 0 0 0 0 0
"AT1G42410" 0 20 1 0 1 1 0 7 4 0
"AT1G42420" 0 0 0 1 0 0 1 0 0 2
"AT1G42430" 2886 1557 2339 1649 2703 925 3720 2581 3728 869
"AT1G42440" 5445 2113 3769 1790 3993 576 4585 1709 2600 675
"AT1G42450" 0 0 0 0 0 0 0 0 0 0
"AT1G42460" 0 0 2 0 0 0 0 0 0 0
"AT1G42470" 917 4247 1027 1198 1263 461 2352 707 1759 676
"AT1G42480" 1009 1253 1425 1227 1439 738 2659 2065 2375 787
"AT1G42490" 72 29 59 29 80 29 104 95 68 13
"AT1G42500" 0 0 0 0 0 2 0 0 7 2
"AT1G42510" 0 0 0 0 0 0 0 2 0 1
"AT1G42515" 0 0 0 0 0 0 0 0 0 0
"AT1G42520" 0 0 0 0 0 0 0 1 0 0
"AT1G42525" 0 0 0 0 0 0 2 0 0 0
"AT1G42530" 0 0 0 0 0 0 0 0 0 0
"AT1G42540" 1076 455 664 294 780 121 1048 453 738 133
"AT1G42550" 1028 129 939 62 870 8 1412 221 279 206
"AT1G42560" 0 1 0 0 0 0 0 0 0 0
"AT1G42570" 0 5 0 0 0 0 0 1 0 3
"AT1G42580" 0 10 0 4 3 2 0 15 2 31
"AT1G42590" 0 6 0 4 0 0 0 1 0 0
"AT1G42595" 0 1 0 0 0 0 0 0 0 0
"AT1G42600" 0 0 0 0 0 0 0 0 0 0
"AT1G42602" 0 0 0 0 0 0 0 0 0 0
"AT1G42605" 1 0 0 0 0 0 2 1 0 0
"AT1G42610" 0 0 0 0 0 0 0 0 0 0
"AT1G42620" 0 0 0 0 0 0 0 0 0 13
"AT1G42630" 0 0 0 0 0 0 0 0 0 0
"AT1G42635" 0 0 0 0 0 0 0 0 0 0
"AT1G42650" 0 1 0 1 0 0 0 0 0 0
"AT1G42655" 0 0 0 0 0 7 0 0 0 0
"AT1G42680" 10 7 12 5 5 2 8 3 2 12
"AT1G42690" 0 1 0 0 0 0 0 0 0 5
"AT1G42695" 1 1 0 0 0 0 0 2 1 8
"AT1G42697" 0 0 0 0 0 0 0 0 0 0
"AT1G42698" 0 0 0 0 1 0 0 0 0 0
"AT1G42699" 0 0 0 2 0 0 0 0 0 0
"AT1G42700" 0 2 0 3 0 5 0 4 40 9
"AT1G42703" 0 0 1 1 0 0 0 1 0 1
"AT1G42705" 639 408 13 5 0 0 289 87 74 48
"AT1G42710" 0 0 0 0 0 0 0 0 0 0
"AT1G42718" 0 0 0 0 0 0 0 0 0 3
"AT1G42727" 0 0 0 0 0 0 0 0 0 12
"AT1G42736" 0 0 0 0 0 0 0 0 0 0
"AT1G42740" 0 0 0 0 0 0 0 0 0 0
"AT1G42745" 0 0 0 0 0 0 0 0 0 0
"AT1G42780" 0 2 0 0 0 0 0 0 0 0
"AT1G42816" 0 0 0 0 0 0 0 0 0 0
"AT1G42852" 0 0 0 0 0 0 0 0 0 2
"AT1G42888" 0 0 0 1 0 0 1 0 0 0
"AT1G42924" 0 0 0 0 0 0 0 0 0 0
"AT1G42960" 11740 9663 13029 11477 15417 6733 32366 17125 15699 2393
"AT1G42970" 19439 14965 11018 9793 16277 11292 47960 31291 41795 1542
"AT1G42980" 0 13 1 8 20 0 28 16 14 4
"AT1G42990" 1280 3295 1427 3740 1499 2052 4234 3834 4972 779
"AT1G43000" 13 172 2 32 4 12 6 64 50 0
"AT1G43005" 0 18 0 19 0 8 0 20 36 0
"AT1G43010" 0 0 0 0 1 0 0 0 0 0
"AT1G43020" 0 1 0 0 1 0 2 1 0 0
"AT1G43030" 0 0 0 0 0 0 0 0 0 5
"AT1G43040" 0 1 3 0 0 0 4 0 0 0
"AT1G43050" 0 0 0 0 0 0 0 0 0 0
"AT1G43060" 2 69 8 20 3 1 1 31 132 26
"AT1G43070" 0 0 0 0 0 0 0 0 0 0
"AT1G43080" 0 0 0 0 0 0 0 0 0 0
"AT1G43090" 0 0 0 0 0 0 0 0 0 0
"AT1G43100" 0 0 0 0 0 0 0 0 0 0
"AT1G43110" 0 0 0 0 0 0 0 0 0 6
"AT1G43120" 0 0 0 0 0 0 0 0 0 0
"AT1G43130" 737 1073 836 1299 981 675 1753 1603 1633 413
"AT1G43140" 6 268 4 123 2 32 5 58 28 17
"AT1G43145" 0 0 0 0 0 0 0 0 0 0
"AT1G43150" 0 0 0 0 0 0 0 0 0 0
"AT1G43160" 0 1 9 566 0 0 5 5 0 0
"AT1G43170" 149642 43193 96911 34940 130289 27604 184254 64804 66159 8324
"AT1G43171" 0 0 0 0 0 0 1 0 0 0
"AT1G43180" 53 0 4 1 0 0 15 0 2 0
"AT1G43190" 5159 2675 4343 2677 5332 1610 7789 3817 4409 1233
"AT1G43195" 1 0 0 0 0 0 0 0 0 0
"AT1G43200" 0 3 0 1 1 0 0 0 1 0
"AT1G43205" 0 0 0 0 0 0 0 1 0 0
"AT1G43210" 0 0 0 2 0 0 0 0 0 3
"AT1G43220" 0 0 0 0 0 0 0 0 0 0
"AT1G43230" 0 0 0 0 0 0 0 0 0 0
"AT1G43240" 0 0 0 0 0 0 0 0 0 0
"AT1G43245" 338 399 206 296 330 201 621 328 520 90
"AT1G43250" 0 0 0 0 3 10 1 50 14 10
"AT1G43260" 0 0 0 0 1 0 0 2 0 0
"AT1G43270" 0 0 0 0 1 0 1 1 0 0
"AT1G43280" 0 0 0 0 0 0 0 0 0 0
"AT1G43290" 0 0 0 0 0 0 0 0 0 0
"AT1G43300" 2 4 0 0 0 0 0 0 0 0
"AT1G43310" 146 73 94 64 75 42 188 101 121 0
"AT1G43320" 0 0 0 0 0 0 0 0 0 0
"AT1G43330" 0 0 0 2 0 0 0 2 0 0
"AT1G43387" 0 0 0 0 0 1 1 0 0 0
"AT1G43415" 0 0 0 0 0 0 0 0 0 0
"AT1G43444" 1 0 0 1 0 0 0 3 0 7
"AT1G43502" 14 14 0 0 1 0 3 1 2 10
"AT1G43560" 646 84 778 180 1246 124 1651 466 106 79
"AT1G43570" 0 0 0 2 0 0 0 7 0 0
"AT1G43575" 0 0 0 0 0 0 0 0 0 2
"AT1G43580" 1777 708 1675 651 2824 588 5245 1676 1229 265
"AT1G43590" 0 127 4 355 5 117 3 106 46 0
"AT1G43600" 0 2 0 2 1 0 0 0 0 0
"AT1G43610" 0 1 0 1 0 0 0 0 0 0
"AT1G43620" 716 1276 746 1531 1035 849 1310 1599 2735 296
"AT1G43624" 0 0 0 0 0 0 0 0 0 0
"AT1G43630" 0 0 0 0 0 3 1 5 0 1
"AT1G43640" 5 269 22 606 127 1545 28 1628 8241 4960
"AT1G43650" 0 3 1 21 0 6 3 13 2 14
"AT1G43660" 0 0 0 0 0 0 0 0 0 0
"AT1G43665" 150 5879 0 25 7 42 31 342 143 73
"AT1G43666" 212 7679 31 424 114 731 429 3000 461 222
"AT1G43667" 277 6061 70 883 91 419 331 4462 2027 627
"AT1G43670" 2646 1960 2884 2845 3282 2373 8116 5822 3049 352
"AT1G43675" 3 2 11 9 39 3 27 37 6 0
"AT1G43680" 0 1 1 0 0 0 0 0 0 0
"AT1G43690" 4632 3714 3854 3624 4340 1646 6520 3362 4654 751
"AT1G43700" 1222 1227 1001 1657 1436 771 2165 1698 2195 1388
"AT1G43710" 3773 5897 3554 4457 3862 2558 5391 3535 7829 742
"AT1G43715" 2 111 0 0 1 0 3 8 52 1
"AT1G43720" 0 2 0 0 0 0 0 0 0 0
"AT1G43722" 0 0 0 0 0 0 0 0 0 0
"AT1G43723" 0 0 0 0 0 0 0 0 0 3
"AT1G43724" 0 0 0 0 0 0 0 0 0 0
"AT1G43725" 0 0 0 0 0 0 0 0 0 3
"AT1G43730" 0 0 0 0 0 4 0 0 0 0
"AT1G43740" 0 0 1 0 0 0 0 0 0 0
"AT1G43745" 0 0 0 0 0 0 0 0 0 0
"AT1G43750" 0 0 0 0 0 0 0 0 0 0
"AT1G43755" 0 0 0 0 0 0 0 0 0 0
"AT1G43760" 0 0 0 0 0 0 0 0 0 0
"AT1G43763" 0 0 0 0 0 0 0 0 0 7
"AT1G43765" 59 5 84 5 116 0 154 11 0 24
"AT1G43766" 0 0 0 0 0 0 0 0 0 0
"AT1G43770" 351 180 215 138 370 54 435 175 139 82
"AT1G43775" 8 0 0 0 0 0 8 4 0 0
"AT1G43777" 0 0 0 0 0 0 0 0 0 6
"AT1G43780" 19 24 376 5 24 1 77 3 0 0
"AT1G43781" 0 0 0 0 0 0 0 0 0 0
"AT1G43785" 0 4 0 0 0 0 0 0 0 5
"AT1G43790" 0 0 0 0 0 1 1 0 0 1
"AT1G43800" 7908 1020 11526 986 24980 2261 22143 6595 3639 888
"AT1G43810" 0 0 1 0 0 0 0 0 0 0
"AT1G43820" 0 0 0 0 0 0 0 0 0 0
"AT1G43830" 0 0 0 0 0 0 0 0 0 0
"AT1G43835" 0 0 0 0 0 0 0 0 0 0
"AT1G43840" 0 10 0 0 0 0 0 0 1 0
"AT1G43845" 0 0 0 0 0 0 0 0 0 2
"AT1G43850" 6218 4983 5490 3461 5875 941 7884 4226 10455 1797
"AT1G43860" 1652 1077 1286 905 1261 445 1853 1369 1806 865
"AT1G43870" 0 0 0 0 0 4 0 0 0 0
"AT1G43880" 1 0 1 0 2 0 2 0 0 0
"AT1G43883" 0 0 0 0 2 3 6 1 0 0
"AT1G43886" 242 298 220 124 301 98 564 173 187 52
"AT1G43890" 2161 3101 2310 4199 3024 2474 4765 3466 3843 689
"AT1G43895" 0 1 0 1 2 0 3 0 0 1
"AT1G43897" 0 0 0 0 0 0 0 0 0 0
"AT1G43900" 1804 4694 1495 1060 1631 526 2390 1498 1685 357
"AT1G43910" 1 51 9 100 36 27 132 48 126 359
"AT1G43920" 0 0 0 0 0 0 0 0 0 0
"AT1G43930" 0 0 0 1 0 0 0 0 0 0
"AT1G43940" 1 3 0 0 0 0 0 2 0 0
"AT1G43950" 1 0 0 0 0 0 0 0 0 0
"AT1G43960" 0 0 4 1 0 0 1 0 0 6
"AT1G43970" 0 0 0 1 0 0 0 0 0 0
"AT1G43980" 221 89 199 94 171 69 274 60 46 66
"AT1G43990" 0 1 0 0 0 0 0 0 0 0
"AT1G43995" 0 0 0 0 0 0 1 0 0 0
"AT1G43997" 0 5 3 2 0 0 0 1 11 8
"AT1G44000" 1473 941 1615 1113 1815 838 3777 1339 1024 594
"AT1G44010" 0 0 0 0 0 0 0 0 0 0
"AT1G44020" 2 2 0 0 0 0 0 0 0 0
"AT1G44030" 0 0 0 0 0 0 1 0 0 0
"AT1G44040" 0 0 0 0 0 0 0 1 0 0
"AT1G44045" 0 0 2 1 1 0 0 2 1 0
"AT1G44050" 9 11 5 2 0 0 16 1 3 3
"AT1G44060" 0 0 1 8 0 0 0 0 0 0
"AT1G44070" 0 0 2 0 0 0 0 0 0 0
"AT1G44075" 0 0 0 0 0 0 0 0 0 0
"AT1G44080" 0 0 0 0 0 0 1 0 0 0
"AT1G44085" 0 0 0 0 0 0 0 0 0 0
"AT1G44090" 0 3 0 1 0 0 0 0 0 0
"AT1G44094" 0 0 0 0 0 0 0 0 0 0
"AT1G44100" 3265 983 3856 1806 4545 436 8386 1538 1395 94
"AT1G44110" 3366 1204 3704 1418 3684 960 5513 1380 876 356
"AT1G44120" 80 99 68 81 79 16 107 31 42 18
"AT1G44125" 5 6 9 9 4 1 9 4 2 23
"AT1G44130" 2 7 7 0 13 0 56 3 0 0
"AT1G44140" 0 0 0 0 0 0 0 0 0 0
"AT1G44150" 0 0 1 0 3 0 6 0 0 0
"AT1G44160" 1 1 0 28 0 0 0 6 1 21
"AT1G44170" 630 6674 634 6995 1022 4948 1585 6328 8249 570
"AT1G44180" 33 80 5 15 2 0 40 13 9 3
"AT1G44191" 0 0 2 0 0 0 0 0 0 12
"AT1G44224" 0 0 9 72 2 70 0 97 79 14
"AT1G44286" 0 0 0 0 0 0 0 0 0 0
"AT1G44318" 0 0 0 0 0 0 0 0 0 0
"AT1G44350" 2 151 3 266 14 276 14 691 1167 61
"AT1G44382" 0 0 0 0 0 0 0 0 0 0
"AT1G44414" 0 1 9 40 3 11 5 21 50 1
"AT1G44446" 2125 2967 2993 2177 4296 1843 7224 3477 2526 360
"AT1G44478" 0 0 0 0 0 0 0 0 0 0
"AT1G44510" 0 0 23 10 1 1 0 0 0 0
"AT1G44542" 4 5 0 6 2 3 1 11 0 0
"AT1G44575" 17981 10778 22231 11942 22966 9508 67129 28163 32408 2476
"AT1G44608" 0 0 0 1 0 1 0 0 0 0
"AT1G44641" 0 0 0 0 0 0 0 0 0 0
"AT1G44674" 0 0 0 2 0 0 0 0 0 3
"AT1G44707" 3 0 0 0 0 0 0 0 0 0
"AT1G44740" 258 79 41 2 139 34 322 164 116 32
"AT1G44750" 1856 1830 1932 1366 2011 978 3195 1355 1522 698
"AT1G44760" 5217 1618 7034 1075 6188 1784 11448 4052 2768 447
"AT1G44770" 639 1008 728 1102 1136 844 1730 1658 1097 471
"AT1G44780" 233 98 998 283 1105 74 789 273 163 374
"AT1G44790" 372 431 347 260 433 147 717 376 343 271
"AT1G44800" 18 501 70 2282 72 784 33 1029 1214 768
"AT1G44810" 2064 2404 1999 2004 3526 1198 3753 1748 2278 1218
"AT1G44820" 1264 2555 412 1031 747 595 1858 932 1090 664
"AT1G44830" 95 284 151 197 120 493 427 428 633 19
"AT1G44835" 2357 1211 1638 1098 2085 786 3043 1612 1968 342
"AT1G44840" 0 0 0 0 3 0 1 0 0 0
"AT1G44850" 0 0 0 0 0 0 0 0 0 0
"AT1G44860" 0 0 0 0 0 0 0 1 0 0
"AT1G44870" 0 0 0 0 0 0 0 0 0 0
"AT1G44875" 0 0 0 0 2 0 0 0 0 0
"AT1G44880" 0 0 0 0 0 0 0 0 0 7
"AT1G44890" 452 328 361 254 530 152 843 280 151 142
"AT1G44900" 9621 4102 9860 3256 8538 932 10161 2660 3116 925
"AT1G44910" 4356 2432 3273 1011 3350 324 3243 1846 2636 1924
"AT1G44920" 1153 415 824 443 1400 640 2556 1446 1212 224
"AT1G44935" 0 0 0 0 0 0 0 1 0 6
"AT1G44940" 2 7 82 100 0 4 2 12 22 0
"AT1G44941" 3 12 39 21 0 0 5 11 27 0
"AT1G44960" 726 1201 895 1947 840 816 1381 1407 1572 574
"AT1G44970" 0 8 3 3 8 7 6 3 4 0
"AT1G44980" 0 1 0 0 0 0 0 1 0 0
"AT1G44990" 0 2 0 0 0 0 0 0 0 12
"AT1G45000" 8778 6148 6696 6122 8186 3229 11752 7345 9634 1030
"AT1G45010" 6 5 11 3 25 0 33 8 0 7
"AT1G45015" 0 0 0 0 2 0 0 0 0 0
"AT1G45020" 0 0 0 0 0 0 0 0 0 0
"AT1G45030" 0 0 0 0 0 0 0 0 0 0
"AT1G45035" 0 0 0 0 0 0 0 0 3 0
"AT1G45040" 0 1 0 0 0 0 0 0 0 0
"AT1G45050" 567 873 532 696 568 388 1096 1187 1183 257
"AT1G45063" 1 0 0 3 0 0 2 17 10 1
"AT1G45070" 0 0 0 0 0 0 1 0 0 0
"AT1G45080" 0 0 0 0 0 0 0 0 0 0
"AT1G45090" 0 0 0 0 0 0 0 0 0 0
"AT1G45100" 1 45 4 37 1 4 4 6 2 0
"AT1G45110" 848 217 709 214 866 109 1423 313 289 18
"AT1G45120" 192 327 1 1 216 171 228 159 206 79
"AT1G45130" 1833 3676 1759 1580 1779 1603 2684 1683 6975 1488
"AT1G45140" 0 0 0 0 0 0 0 0 0 0
"AT1G45145" 8 109 23 602 29 248 65 920 211 47
"AT1G45150" 663 1579 668 1624 696 846 1147 1812 2572 244
"AT1G45160" 2395 1942 1723 1675 2182 730 2766 1889 2956 698
"AT1G45163" 0 0 0 0 1 1 2 0 0 2
"AT1G45165" 0 0 0 0 0 0 0 0 0 0
"AT1G45170" 965 716 1028 1088 1266 549 2143 868 868 422
"AT1G45180" 1097 1893 1124 2276 986 889 1631 1654 2562 206
"AT1G45190" 0 2 0 0 0 1 0 2 0 0
"AT1G45191" 14 476 20 374 1 6 2 3 82 2
"AT1G45201" 0 0 0 1 0 1 0 0 0 13
"AT1G45207" 1723 305 2106 323 2344 163 3584 828 632 126
"AT1G45211" 0 0 0 0 0 0 0 0 0 0
"AT1G45215" 0 0 0 0 0 0 0 0 0 0
"AT1G45221" 0 0 1 0 0 0 0 0 0 0
"AT1G45223" 0 0 0 0 0 0 0 0 0 0
"AT1G45225" 0 0 0 0 0 0 0 1 0 0
"AT1G45227" 0 0 0 0 0 0 0 0 0 0
"AT1G45229" 54 25 40 17 49 11 85 16 15 37
"AT1G45230" 1530 540 1409 625 1463 397 2861 1066 1044 143
"AT1G45231" 621 300 406 246 678 62 766 292 275 239
"AT1G45233" 955 456 711 413 978 201 1195 434 448 183
"AT1G45234" 7 10 0 0 6 0 10 1 0 0
"AT1G45236" 0 0 0 0 3 0 0 3 0 0
"AT1G45238" 3 1 0 0 2 0 5 4 0 0
"AT1G45240" 1 0 1 0 0 0 2 0 0 0
"AT1G45242" 0 0 0 0 0 0 1 0 0 0
"AT1G45243" 0 1 3 0 1 0 2 0 0 0
"AT1G45244" 0 0 0 0 0 0 0 0 0 0
"AT1G45246" 0 1 0 0 0 0 0 0 0 0
"AT1G45248" 113 132 101 136 96 37 211 145 200 102
"AT1G45249" 343 86 500 88 733 43 1099 201 305 258
"AT1G45256" 0 0 0 0 0 0 0 0 0 0
"AT1G45332" 3100 1144 1446 680 1527 295 2254 688 1562 168
"AT1G45403" 0 0 0 1 0 0 0 0 0 0
"AT1G45474" 835 314 1516 514 411 210 1903 1140 934 61
"AT1G45545" 15 1 17 2 12 4 20 5 10 0
"AT1G45616" 0 2 1 0 2 11 0 3 0 0
"AT1G45688" 1144 3034 1278 2626 1570 1603 3244 3565 7077 2278
"AT1G45760" 0 0 0 0 0 0 0 0 0 0
"AT1G45832" 0 0 2 0 0 0 0 0 0 0
"AT1G45904" 0 0 1 0 0 0 0 0 0 0
"AT1G45976" 854 515 983 927 1174 434 2247 1249 1133 373
"AT1G46048" 0 0 0 0 0 0 0 0 0 0
"AT1G46120" 0 0 0 0 0 0 0 0 0 1
"AT1G46192" 2 150 4 12 1 0 3 6 2 17
"AT1G46264" 1032 128 735 13 1064 0 1716 157 32 168
"AT1G46336" 0 0 0 0 0 0 0 0 0 0
"AT1G46408" 0 0 0 0 0 0 1 0 0 0
"AT1G46480" 1 0 0 0 0 0 5 1 0 0
"AT1G46552" 1 0 0 35 3 44 3 82 97 70
"AT1G46554" 44 98 80 98 142 57 387 88 100 17
"AT1G46624" 0 0 11 14 0 2 0 3 0 1
"AT1G46696" 0 0 0 0 0 0 0 0 0 0
"AT1G46768" 0 11 4 18 4 10 20 32 43 23
"AT1G46840" 0 0 0 3 0 0 0 5 0 0
"AT1G46912" 0 0 0 0 0 0 0 0 0 0
"AT1G46984" 2 1 0 0 0 0 1 2 0 3
"AT1G47056" 324 452 371 632 575 306 862 506 661 197
"AT1G47128" 147 1513 115 1439 88 1301 208 1020 3952 876
"AT1G47200" 4587 4511 3925 3672 4165 1790 7977 5444 6296 2551
"AT1G47210" 2152 1232 1781 740 1813 437 2741 803 595 215
"AT1G47220" 12 4 3 15 2 1 4 3 0 4
"AT1G47230" 1592 1108 1333 847 1380 472 2114 933 791 228
"AT1G47240" 612 1614 463 1305 509 547 712 918 1408 588
"AT1G47250" 1862 1284 1436 1459 3183 1221 4115 2680 2912 285
"AT1G47260" 7844 4264 5823 4260 7658 2381 11867 4694 5705 827
"AT1G47265" 13 11 0 0 0 0 15 7 7 1
"AT1G47270" 1001 1305 830 1422 1410 801 1753 2005 1717 294
"AT1G47271" 0 0 0 1 0 6 0 15 2 0
"AT1G47278" 1437 817 974 757 1340 470 2278 895 595 351
"AT1G47280" 2 0 1 0 5 1 2 5 1 19
"AT1G47290" 1951 2527 1656 2205 1875 1346 3018 1472 2278 307
"AT1G47300" 1 60 0 9 0 9 1 14 2 0
"AT1G47310" 613 961 524 1478 804 1171 1182 1403 1834 773
"AT1G47317" 60 2241 1 20 23 249 69 1165 272 136
"AT1G47320" 1 19 0 2 0 0 1 12 9 0
"AT1G47330" 706 1277 527 961 721 431 1034 988 1667 519
"AT1G47340" 553 357 709 485 845 258 1026 386 336 98
"AT1G47350" 0 0 0 0 0 0 0 0 0 0
"AT1G47360" 29 2 0 0 0 1 19 2 0 0
"AT1G47370" 0 1 0 0 1 0 2 1 0 0
"AT1G47380" 1174 1082 899 795 1178 375 2134 899 971 339
"AT1G47389" 0 0 0 3 0 0 0 0 2 0
"AT1G47390" 5 124 0 0 0 2 0 4 41 0
"AT1G47395" 0 0 0 0 0 0 3 0 0 1
"AT1G47400" 2 0 0 0 0 0 5 0 0 0
"AT1G47405" 0 0 2 27 0 0 1 0 0 0
"AT1G47410" 59 22 100 38 36 8 112 39 19 17
"AT1G47420" 6133 4545 5510 4633 6814 3404 11770 7123 9177 872
"AT1G47430" 0 0 0 0 0 0 0 0 0 0
"AT1G47435" 0 1 0 0 0 0 0 0 0 0
"AT1G47440" 1 0 0 0 2 0 2 0 0 0
"AT1G47450" 0 0 0 3 0 0 0 0 0 0
"AT1G47460" 0 0 0 0 0 0 0 5 0 0
"AT1G47465" 0 0 0 0 0 0 0 0 0 0
"AT1G47470" 1 0 0 0 0 0 0 0 0 0
"AT1G47480" 0 36 6 7 1 0 1 3 42 17
"AT1G47485" 0 0 0 0 0 0 0 0 0 0
"AT1G47490" 5702 728 4620 1462 4337 332 6955 1587 1378 222
"AT1G47495" 0 0 2 0 0 0 1 1 0 4
"AT1G47497" 0 0 1 0 1 0 0 0 0 3
"AT1G47500" 4789 1145 3393 1391 2974 542 4851 1713 2410 544
"AT1G47510" 0 0 2 0 1 0 0 0 0 0
"AT1G47520" 0 0 0 0 99 3 37 7 0 1
"AT1G47530" 3002 1029 6689 1580 5872 1364 9269 3182 3331 597
"AT1G47540" 1436 2245 2778 3554 7880 2528 31759 28558 8126 1168
"AT1G47550" 2280 2779 2350 2484 2708 1569 3984 2712 3516 877
"AT1G47560" 546 570 511 436 429 198 761 502 586 64
"AT1G47565" 318 1198 0 0 74 75 178 114 285 116
"AT1G47570" 1701 1036 1524 1447 1541 610 2425 1838 1756 323
"AT1G47578" 655 341 566 307 441 125 908 284 155 35
"AT1G47580" 792 481 920 395 625 171 1352 538 367 72
"AT1G47590" 0 0 2 1 0 0 2 0 0 3
"AT1G47595" 1 8 1 0 0 0 0 3 13 0
"AT1G47600" 0 0 0 0 0 0 0 0 0 0
"AT1G47603" 0 0 2 0 0 0 0 0 0 0
"AT1G47606" 0 0 0 1 1 4 2 1 3 1
"AT1G47610" 5 84 4 20 17 289 3 116 1110 621
"AT1G47620" 0 1 0 0 3 8 2 17 13 38
"AT1G47625" 10 8 209 281 10 11 37 24 12 0
"AT1G47630" 2 0 0 0 3 0 4 2 6 0
"AT1G47640" 2563 2469 1945 2229 2470 1328 4053 2935 3382 288
"AT1G47650" 0 0 0 0 0 0 0 0 0 7
"AT1G47655" 812 537 188 360 486 166 824 341 1139 40
"AT1G47660" 0 1 0 0 0 4 0 0 0 0
"AT1G47670" 5307 1129 3726 2474 3780 484 6887 1540 3237 284
"AT1G47680" 0 0 0 0 0 0 0 0 0 0
"AT1G47690" 0 0 0 0 0 0 0 0 0 0
"AT1G47700" 0 0 0 0 0 0 0 0 0 0
"AT1G47705" 1 1 0 1 1 3 0 0 0 3
"AT1G47710" 1095 1221 1031 1294 1334 681 2154 1129 1493 635
"AT1G47720" 365 201 314 158 362 64 544 192 125 167
"AT1G47730" 0 0 0 0 0 0 0 0 0 0
"AT1G47740" 2804 693 2358 599 2897 519 4911 1438 922 225
"AT1G47750" 263 474 295 467 426 294 512 386 397 350
"AT1G47760" 13 101 35 36 77 72 117 174 96 15
"AT1G47765" 0 191 0 17 0 6 1 16 0 18
"AT1G47770" 0 3 5 2 4 0 2 12 8 0
"AT1G47780" 0 1 0 0 0 0 0 2 10 0
"AT1G47783" 0 0 0 0 0 0 0 0 0 0
"AT1G47786" 0 0 0 0 0 0 0 0 0 0
"AT1G47790" 0 0 0 0 0 0 0 0 0 0
"AT1G47800" 0 0 0 6 2 11 0 20 5 0
"AT1G47810" 5 237 13 307 9 114 36 329 49 17
"AT1G47813" 44 21 5 0 1 0 30 6 8 4
"AT1G47816" 0 0 0 0 0 0 0 0 0 0
"AT1G47820" 265 146 309 187 378 60 524 123 64 57
"AT1G47830" 1166 1215 1004 1092 1371 595 2275 1146 726 297
"AT1G47840" 2534 3011 2411 4243 3070 1667 7766 4079 5146 642
"AT1G47860" 217 60 897 196 382 4 849 117 39 61
"AT1G47870" 1132 761 848 538 939 240 1439 587 624 398
"AT1G47880" 0 0 0 0 0 0 0 0 0 0
"AT1G47885" 0 0 0 0 0 0 0 0 0 0
"AT1G47890" 0 0 0 0 4 0 1 0 0 0
"AT1G47900" 6226 6447 5047 5702 5729 1933 6342 4848 6954 1454
"AT1G47910" 0 1 3 2 0 0 1 0 0 2
"AT1G47915" 3 14 2 5 0 0 2 1 3 0
"AT1G47920" 3 3 3 20 2 0 8 18 0 0
"AT1G47930" 1 2 1 3 25 12 30 23 16 0
"AT1G47940" 0 0 0 0 0 0 0 0 0 0
"AT1G47946" 0 0 0 0 0 0 0 0 0 0
"AT1G47950" 908 1024 9 157 2 1 179 185 915 39
"AT1G47960" 7 197 29 454 90 519 118 1593 743 17
"AT1G47970" 5321 4270 5909 4118 5115 2037 5839 3945 5134 3806
"AT1G47980" 3 338 0 148 3 152 0 296 311 68
"AT1G47990" 242 1 646 8 513 10 738 125 62 1
"AT1G48000" 5 4 0 4 0 4 1 9 0 0
