"GSM1489632" "GSM1489633" "GSM1489634" "GSM1489635" "GSM1489636" "GSM1489637" "GSM1489638" "GSM1489639" "GSM1489640" "GSM1489641" "GSM1489642" "GSM1489643"
"AT1G02130" 2412 1325 1639 1167 1399 1492 2153 3084 3573 1360 835 949
"AT1G02136" 0 0 0 0 0 0 2 0 0 0 0 0
"AT1G02140" 5781 2950 3839 2863 3267 3635 5495 6678 8029 2817 1983 2104
"AT1G02145" 678 317 455 302 397 342 693 723 911 437 348 402
"AT1G02150" 2275 2122 2718 1450 1686 1868 4904 7504 9137 3699 2587 2846
"AT1G02160" 876 622 860 287 325 409 854 1038 1268 543 359 434
"AT1G02170" 2432 1477 1863 910 1037 1211 1788 3585 4437 1410 839 1034
"AT1G02180" 234 127 183 138 157 163 114 157 173 270 151 175
"AT1G02190" 86 70 101 50 28 31 8 24 21 10 6 12
"AT1G02205" 18160 10914 13750 6131 5507 5896 1887 2685 2923 1628 831 1084
"AT1G02210" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02220" 122 108 140 221 226 261 205 293 456 330 148 229
"AT1G02228" 1 0 0 0 0 0 0 0 0 0 0 0
"AT1G02230" 24 27 27 12 4 9 25 44 73 81 37 51
"AT1G02250" 3 0 1 6 6 5 4 2 3 1 2 1
"AT1G02260" 735 490 636 274 287 301 530 678 771 683 451 568
"AT1G02270" 912 454 576 491 657 628 963 1194 1357 457 276 335
"AT1G02280" 2561 2064 2487 1252 1717 1615 4767 5850 7387 2935 2013 2792
"AT1G02290" 339 251 290 193 227 201 334 448 501 338 224 268
"AT1G02300" 455 242 297 133 198 200 436 412 589 354 281 319
"AT1G02305" 10392 6107 7569 3721 3849 4282 6627 9238 11072 3799 2152 2697
"AT1G02310" 87 52 49 71 81 97 55 60 54 43 15 16
"AT1G02320" 3 0 0 0 0 0 0 1 1 1 0 0
"AT1G02330" 1140 688 727 627 802 898 1367 1811 2237 770 460 544
"AT1G02335" 2613 1162 1376 871 1123 1431 916 1484 1465 529 322 312
"AT1G02340" 6112 2741 3534 1565 1825 1989 4544 4713 5524 117 65 62
"AT1G02350" 18 8 9 2 5 7 84 92 112 34 26 25
"AT1G02360" 2025 1475 1842 1989 2507 3136 1379 2116 3646 1700 815 1184
"AT1G02370" 110 68 82 104 112 116 295 401 504 174 102 117
"AT1G02380" 52 36 21 38 43 47 143 176 181 64 51 43
"AT1G02390" 96 33 76 35 44 44 53 64 104 71 29 36
"AT1G02391" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02400" 826 578 772 269 347 365 306 485 622 477 309 374
"AT1G02405" 16 11 14 3 3 3 16 51 53 8 2 7
"AT1G02410" 426 292 329 355 419 464 872 1034 1356 391 273 348
"AT1G02420" 143 75 94 66 86 99 184 223 243 120 95 93
"AT1G02430" 70 41 60 20 43 47 73 102 113 57 31 46
"AT1G02440" 2 4 2 3 2 5 1 3 2 8 2 3
"AT1G02450" 7 4 9 1 3 4 5 9 12 6 2 8
"AT1G02460" 92 67 96 58 45 45 50 71 82 81 66 86
"AT1G02470" 34 10 10 29 21 16 54 75 56 11 11 11
"AT1G02475" 331 156 203 577 651 636 2608 2394 3040 560 437 545
"AT1G02480" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02490" 1 2 0 0 0 1 3 2 3 2 0 0
"AT1G02500" 40880 24078 27746 15736 17129 19491 27818 50647 62860 34130 20378 23150
"AT1G02510" 2 0 1 0 1 0 0 0 0 0 2 0
"AT1G02520" 542 399 568 336 356 324 311 555 1197 916 366 671
"AT1G02530" 27 12 11 8 4 12 15 22 31 19 10 19
"AT1G02540" 0 0 0 0 0 0 0 0 0 1 0 0
"AT1G02550" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02560" 2212 1380 1769 2308 2863 2981 10065 13138 15828 4924 3601 4294
"AT1G02570" 56 30 40 24 37 31 91 143 126 25 14 14
"AT1G02575" 21 16 38 10 11 8 37 60 55 12 3 6
"AT1G02580" 38 27 30 17 21 21 20 23 74 29 11 29
"AT1G02590" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02600" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02610" 433 214 321 83 92 121 837 738 1213 112 67 101
"AT1G02620" 19 20 20 5 4 3 94 170 237 3 11 9
"AT1G02630" 11 6 8 3 5 9 37 53 65 3 4 6
"AT1G02640" 2831 3288 4147 729 884 971 4343 6789 8857 4964 3350 3629
"AT1G02650" 65 38 60 12 11 7 206 310 476 111 37 61
"AT1G02660" 2174 1348 1581 284 296 333 3522 4623 6491 927 539 781
"AT1G02670" 42 22 35 19 11 14 89 115 153 44 24 44
"AT1G02680" 529 233 245 170 259 259 427 587 796 230 166 170
"AT1G02681" 1 1 0 0 0 0 1 0 8 0 0 0
"AT1G02690" 527 344 434 198 240 260 471 814 979 468 294 410
"AT1G02700" 98 41 81 13 38 44 248 318 206 45 21 29
"AT1G02710" 72 25 14 15 48 64 378 679 805 106 101 60
"AT1G02720" 390 246 301 216 266 253 371 673 685 511 387 413
"AT1G02730" 1402 908 1112 673 677 670 1198 1856 1951 1906 1245 1525
"AT1G02740" 433 224 268 166 239 192 378 538 650 245 156 192
"AT1G02750" 887 456 604 418 547 567 835 1123 1432 402 245 276
"AT1G02760" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02770" 114 62 58 30 50 43 183 267 270 78 40 49
"AT1G02780" 13709 9627 11875 9439 10291 11494 23787 43700 50715 18480 11341 13627
"AT1G02790" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02800" 537 449 489 15 18 35 28 34 77 33 29 43
"AT1G02810" 1743 835 1063 263 315 334 853 1253 1436 358 233 222
"AT1G02813" 3 2 0 15 22 19 4 6 4 1 0 0
"AT1G02816" 1789 905 1052 361 499 633 1914 2237 2590 655 431 545
"AT1G02820" 20 6 13 29 37 42 656 748 828 40 26 21
"AT1G02830" 1 1 0 0 0 0 0 2 0 0 0 0
"AT1G02840" 8155 5869 7334 1928 2311 2545 5644 8298 10427 5578 3656 4367
"AT1G02850" 1438 937 1079 998 904 864 2644 4017 4593 1902 1298 2387
"AT1G02860" 2238 982 1170 426 599 608 1492 1743 2228 532 283 426
"AT1G02870" 483 252 285 375 442 510 1254 1992 2324 576 374 494
"AT1G02880" 811 444 535 1038 1193 1272 641 816 1046 474 260 370
"AT1G02890" 6939 4421 5445 3166 3578 3658 7310 9743 11509 4279 2780 3183
"AT1G02900" 4994 2466 2953 2908 3323 4376 3164 3286 3972 1417 781 875
"AT1G02910" 920 507 669 497 606 680 2580 3356 3997 1112 853 922
"AT1G02920" 963 930 1176 522 564 577 1382 2119 17629 2442 468 1069
"AT1G02930" 293 266 368 748 834 993 963 1586 14424 768 165 360
"AT1G02940" 0 2 0 4 3 1 17 25 64 0 1 0
"AT1G02950" 397 229 268 126 179 208 316 483 530 281 157 178
"AT1G02952" 1 0 0 0 1 0 0 0 1 3 0 1
"AT1G02960" 674 365 391 169 219 230 630 767 964 382 266 326
"AT1G02965" 2 1 1 1 0 1 2 1 4 0 1 1
"AT1G02970" 99 49 87 34 52 55 89 104 135 98 72 96
"AT1G02980" 72 50 28 27 48 38 103 132 127 73 42 63
"AT1G02990" 1398 731 926 594 850 739 1213 1472 1675 832 588 650
"AT1G03000" 1057 581 801 593 653 639 1449 1815 2066 957 627 804
"AT1G03010" 91 26 71 23 26 30 84 113 122 68 56 50
"AT1G03020" 1 2 1 2 0 0 6 12 8 6 0 0
"AT1G03022" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03030" 612 369 507 235 297 357 711 814 1022 473 306 386
"AT1G03040" 1680 1055 1250 813 1184 1256 1179 1912 2370 1272 841 961
"AT1G03050" 1 0 0 3 3 0 3 2 5 0 1 0
"AT1G03055" 7 1 0 44 62 52 145 115 188 14 4 4
"AT1G03060" 5824 3721 4485 2326 2337 2356 4699 4618 5306 3684 2543 3346
"AT1G03070" 240 122 143 117 109 136 80 157 132 56 53 36
"AT1G03080" 9926 5346 6338 4009 4608 4230 5995 7194 8888 4527 2944 3889
"AT1G03090" 12726 11718 14911 845 867 945 19160 27706 39395 4969 2865 4491
"AT1G03100" 76 55 39 42 67 52 146 162 219 71 58 61
"AT1G03103" 0 1 0 0 0 0 1 0 0 0 0 0
"AT1G03106" 140 88 95 22 34 32 358 240 256 28 18 27
"AT1G03110" 231 131 184 219 240 261 415 638 825 346 203 272
"AT1G03120" 58 37 61 9 16 16 82 90 76 24 16 13
"AT1G03130" 1771 1420 1637 4811 6527 7078 12147 13469 19139 18611 14557 15037
"AT1G03140" 2963 2457 3034 858 1156 1246 2833 4691 6205 2206 1284 1676
"AT1G03150" 510 376 437 506 511 572 672 843 1049 394 244 299
"AT1G03160" 1149 689 942 754 842 856 1800 2313 2786 1446 1149 1258
"AT1G03170" 42 24 39 3 9 8 17 33 17 5 6 5
"AT1G03180" 72 35 53 41 57 59 99 123 120 60 46 64
"AT1G03190" 451 295 338 268 279 315 451 664 816 435 267 366
"AT1G03200" 26 10 7 7 3 6 4 13 16 6 1 4
"AT1G03210" 1569 794 1045 389 634 721 777 931 1053 842 497 655
"AT1G03220" 19273 14571 18049 10591 12489 14500 12620 24171 36156 12730 5214 7641
"AT1G03230" 2329 1972 2378 634 769 976 1584 3299 3894 1852 1220 1621
"AT1G03240" 3 7 3 1 0 2 4 1 5 1 1 1
"AT1G03250" 863 467 536 627 804 779 1069 1381 1731 599 342 484
"AT1G03260" 596 407 374 237 297 281 616 886 983 394 253 299
"AT1G03270" 43 33 47 26 36 37 84 121 141 75 53 64
"AT1G03280" 2150 1319 1685 1150 1268 1425 2008 2898 3529 1379 857 967
"AT1G03290" 1785 1133 1468 648 735 712 1073 1375 1716 546 324 456
"AT1G03300" 112 62 72 75 93 95 282 359 403 171 115 141
"AT1G03310" 311 202 246 370 444 381 1385 1726 1957 1077 759 776
"AT1G03320" 24 51 33 8 17 14 8 16 19 35 22 29
"AT1G03330" 1060 569 750 586 844 892 1314 1385 1677 738 450 577
"AT1G03340" 151 72 113 65 114 105 131 122 163 99 70 82
"AT1G03350" 3213 1936 2450 1777 2076 2083 2644 3932 4657 2172 1131 1565
"AT1G03360" 165 128 194 155 193 243 443 754 852 290 174 210
"AT1G03365" 804 509 537 344 403 397 863 1133 1388 561 395 557
"AT1G03370" 2499 1207 1541 1197 1282 1242 1789 2421 3023 1496 843 1138
"AT1G03380" 6262 3792 4919 2336 2576 2602 4126 6056 7662 2574 1408 1884
"AT1G03390" 12 2 4 2 7 4 8 6 8 2 1 0
"AT1G03400" 274 140 166 108 139 135 1158 1598 2198 185 110 117
"AT1G03410" 678 394 486 154 256 271 582 804 918 233 133 142
"AT1G03420" 13 8 14 7 9 6 8 20 13 8 6 13
"AT1G03430" 922 414 467 255 370 407 713 764 1012 307 189 230
"AT1G03440" 517 398 451 130 186 199 888 1517 1935 594 427 501
"AT1G03445" 75 30 60 24 33 36 85 73 82 18 5 9
"AT1G03457" 1290 808 922 446 559 640 1205 1764 2326 1122 714 747
"AT1G03470" 637 462 468 171 216 202 421 572 774 314 226 227
"AT1G03475" 2437 1671 1968 1688 2287 2245 4713 6172 7517 4886 3576 4072
"AT1G03490" 4 2 3 0 1 0 1 3 3 1 0 0
"AT1G03495" 118 51 116 312 378 393 213 332 464 84 61 49
"AT1G03502" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03506" 16 12 15 7 11 9 16 15 22 4 6 5
"AT1G03510" 43 36 34 25 41 29 89 180 173 47 29 31
"AT1G03515" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03520" 823 394 490 311 385 362 815 964 1192 485 341 336
"AT1G03530" 498 351 393 353 399 398 1017 1637 1902 530 347 410
"AT1G03540" 65 48 57 32 37 46 117 176 204 75 62 65
"AT1G03545" 7 4 3 5 4 9 18 16 19 9 11 6
"AT1G03550" 347 113 154 102 130 162 177 131 203 138 66 112
"AT1G03560" 416 253 311 339 343 325 509 752 816 430 300 362
"AT1G03570" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03580" 37 23 50 10 12 11 221 237 394 74 53 56
"AT1G03590" 1854 1268 1667 907 1091 1203 2686 3847 5128 1797 1128 1399
"AT1G03600" 2993 1785 2250 1321 3034 3379 27518 35546 47104 5660 4149 4536
"AT1G03610" 2101 1493 1689 415 487 462 2711 3078 4163 963 615 806
"AT1G03620" 99 43 43 37 28 41 73 64 119 47 38 26
"AT1G03630" 338 256 331 814 1155 1135 1397 1661 1922 3274 2488 2295
"AT1G03640" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03650" 83 58 62 48 51 52 258 343 461 62 30 45
"AT1G03660" 33 25 29 21 21 21 42 51 59 19 9 19
"AT1G03670" 0 1 0 0 0 0 1 1 1 0 0 0
"AT1G03680" 1228 1110 1232 1924 2521 2776 7900 8947 11738 3653 2550 2793
"AT1G03687" 248 176 217 209 199 230 438 630 754 467 317 388
"AT1G03700" 177 60 96 406 474 554 210 255 223 27 10 20
"AT1G03710" 9 0 1 3 5 1 1 0 3 1 1 1
"AT1G03720" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03730" 883 350 476 282 380 423 499 729 865 249 146 204
"AT1G03740" 2551 1428 1667 1276 1480 1495 2129 2872 3724 1490 756 1079
"AT1G03743" 11 0 0 0 0 4 18 12 27 0 0 0
"AT1G03746" 9 0 0 0 1 1 24 13 22 1 0 0
"AT1G03750" 430 257 240 164 182 188 368 529 581 228 176 208
"AT1G03760" 409 157 263 135 184 159 545 902 1131 186 120 155
"AT1G03770" 422 302 333 190 248 233 316 501 752 320 182 234
"AT1G03780" 618 314 372 180 202 215 324 579 625 457 358 397
"AT1G03790" 3112 1621 2112 516 500 584 1009 1137 1027 451 208 261
"AT1G03800" 76 72 103 6 13 15 175 218 316 21 20 24
"AT1G03810" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G03820" 500 375 408 176 198 226 162 280 300 240 129 151
"AT1G03830" 319 192 235 217 248 243 658 895 1082 381 290 336
"AT1G03840" 118 106 90 67 64 74 70 134 169 72 46 56
"AT1G03850" 5140 3795 4172 1750 2257 2583 3313 4542 6455 1527 705 924
"AT1G03860" 1309 943 1174 805 991 1174 4112 6794 7981 1497 908 1209
"AT1G03870" 64169 48227 62012 5766 7052 9599 44235 69688 87123 31705 16616 19247
"AT1G03880" 28 4 11 1 4 12 15 622 59 2 1 3
"AT1G03890" 0 2 0 0 0 2 4 19 5 0 0 1
"AT1G03900" 8309 5586 7045 3063 3658 4158 5906 9180 10944 4946 2675 3575
"AT1G03905" 257 117 137 208 234 238 189 218 322 160 103 135
"AT1G03910" 3251 2355 2895 1861 1890 2016 3387 5051 6055 2207 1556 1753
"AT1G03920" 329 193 209 205 242 268 149 178 195 143 94 111
"AT1G03930" 1274 795 897 900 1270 1316 2207 2647 3330 1114 744 914
"AT1G03935" 25 23 15 19 8 12 37 34 49 11 11 9
"AT1G03940" 102 46 70 442 621 619 226 285 353 68 44 56
"AT1G03950" 617 384 415 540 663 721 675 916 1079 341 162 202
"AT1G03960" 443 207 290 265 304 279 482 545 641 234 180 234
"AT1G03970" 624 377 386 151 192 249 450 633 827 260 121 137
"AT1G03980" 12 7 7 10 13 15 20 34 35 12 16 14
"AT1G03982" 0 0 0 1 0 0 0 0 0 0 0 0
"AT1G03990" 240 119 155 82 76 97 123 190 201 169 119 152
"AT1G04000" 599 431 473 298 302 379 476 800 1101 597 393 435
"AT1G04010" 446 276 343 252 260 291 323 482 555 343 211 244
"AT1G04020" 232 165 203 93 106 99 242 321 348 337 178 246
"AT1G04030" 647 340 387 262 324 302 293 397 447 352 164 258
"AT1G04040" 8950 6186 7507 1854 2516 2769 9309 13057 13853 9426 5042 5763
"AT1G04050" 156 100 114 83 89 79 126 164 174 184 123 149
"AT1G04070" 383 215 319 135 202 258 304 432 517 193 128 153
"AT1G04080" 3628 2719 3178 2284 2487 2587 5113 7076 8648 3228 2267 2706
"AT1G04090" 74 49 41 46 37 48 65 88 83 53 30 34
"AT1G04100" 286 111 160 99 117 139 172 193 253 108 81 70
"AT1G04110" 18 6 17 21 37 21 269 362 441 391 297 332
"AT1G04120" 5175 2942 3645 2686 2863 2800 3998 4822 5561 3874 2439 3131
"AT1G04130" 315 196 195 185 207 209 350 480 569 231 159 198
"AT1G04140" 7072 4679 5803 2744 2688 2739 5651 9035 10769 5231 3169 3998
"AT1G04150" 2 2 2 0 0 0 2 14 11 6 6 12
"AT1G04160" 483 266 338 392 454 471 470 508 550 435 323 306
"AT1G04170" 2801 2039 2266 1997 2053 2105 4478 6611 8044 3792 2524 3014
"AT1G04171" 0 0 0 0 2 0 1 2 0 0 0 0
"AT1G04180" 109 51 48 16 29 28 82 144 161 111 64 84
"AT1G04190" 1052 546 689 552 740 732 940 1439 1653 932 583 632
"AT1G04200" 1210 640 800 654 814 788 1074 1339 1670 907 580 676
"AT1G04210" 1862 1006 1350 1019 1122 1082 2543 3206 3854 1600 1194 1435
"AT1G04220" 7953 3375 3856 5606 5660 6128 2694 3539 3429 1162 686 628
"AT1G04230" 394 229 241 178 219 240 425 618 770 303 183 228
"AT1G04240" 5458 3148 3795 826 1254 1283 2469 2759 3066 1846 925 1296
"AT1G04250" 14971 10245 11975 2790 4343 4535 4773 6902 7766 3373 1516 2068
"AT1G04260" 1117 622 729 407 527 635 916 1511 1826 648 387 467
"AT1G04270" 5956 4994 5810 3264 4823 5026 10752 14111 17742 7900 4683 6112
"AT1G04280" 3543 2105 2652 1221 1638 1747 3714 5461 7343 3675 2260 2857
"AT1G04290" 146 78 91 73 100 110 239 223 267 77 47 72
"AT1G04295" 1 1 1 0 1 2 1 1 4 1 2 1
"AT1G04300" 7934 6391 7254 2698 2692 2957 5558 8270 11343 4062 2666 3358
"AT1G04310" 1690 1159 1241 521 597 638 861 1089 1264 890 656 715
"AT1G04320" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G04330" 29 28 32 9 14 13 18 36 49 9 4 4
"AT1G04340" 725 431 541 337 444 515 836 1218 1428 378 239 267
"AT1G04350" 253 131 171 308 391 395 2724 2990 3658 223 174 165
"AT1G04360" 211 75 119 160 195 203 261 396 507 147 107 129
"AT1G04370" 0 0 0 0 2 1 0 1 0 0 0 0
"AT1G04380" 6 4 2 0 1 1 8 13 20 6 2 2
"AT1G04390" 442 251 330 190 216 246 413 502 538 257 185 232
"AT1G04400" 8954 5681 7247 4617 4899 4999 7326 10005 12134 5450 3635 4170
"AT1G04410" 35551 23530 29359 17898 21748 22103 48051 73092 82747 34654 18424 25543
