"GSM1009304" "GSM1009305" "GSM1009306" "GSM941528" "GSM941529" "GSM941530" "GSM941531" "GSM941532" "GSM941533" "GSM941534" "GSM941535" "GSM941536"
"AT1G01970" 838 1051 1013 523 433 403 583 348 389 426 405 445
"AT1G01980" 19 8 16 14 9 23 11 11 16 8 14 23
"AT1G01990" 287 352 358 118 165 453 142 116 194 90 145 319
"AT1G02000" 133 155 124 74 52 79 56 46 55 56 65 92
"AT1G02010" 180 229 257 140 97 137 151 68 83 123 88 114
"AT1G02020" 133 145 100 51 81 92 69 63 61 43 69 95
"AT1G02030" 15 18 17 14 10 12 10 12 0 5 10 13
"AT1G02040" 18 18 17 1 6 14 6 11 8 9 10 8
"AT1G02050" 121 113 184 77 102 102 87 43 47 47 88 83
"AT1G02060" 26 45 65 36 20 49 37 28 31 22 15 46
"AT1G02065" 69 76 69 18 52 53 25 44 22 18 50 59
"AT1G02070" 24 42 22 22 24 28 16 8 9 8 23 12
"AT1G02074" 0 11 3 2 1 3 2 2 3 0 0 1
"AT1G02080" 843 1110 970 527 452 817 649 347 631 377 348 729
"AT1G02090" 944 987 919 456 489 551 588 343 398 417 509 408
"AT1G02100" 1100 1058 1281 798 367 907 896 275 526 607 401 734
"AT1G02110" 459 632 541 321 394 477 411 271 254 244 371 351
"AT1G02120" 2347 2926 2855 2382 1767 2010 2231 1060 831 1503 1636 1590
"AT1G02130" 919 1007 941 360 373 573 430 274 382 297 330 494
"AT1G02136" 3 2 0 2 1 5 0 1 9 1 0 3
"AT1G02140" 3980 4631 4407 1388 1931 1930 1798 1533 1434 1295 1918 1839
"AT1G02145" 739 914 931 418 463 500 360 282 327 313 367 368
"AT1G02150" 3873 4298 4320 2105 2189 1883 2440 1703 1632 2008 1714 1645
"AT1G02160" 880 1116 1227 391 709 590 456 380 291 319 582 439
"AT1G02170" 299 377 265 89 216 225 161 86 110 87 179 170
"AT1G02180" 97 138 121 56 64 58 45 36 44 48 63 48
"AT1G02190" 52 49 49 18 37 44 20 16 41 21 25 35
"AT1G02205" 2208 2956 2750 1008 1222 1484 1146 1336 1438 1443 892 1616
"AT1G02210" 0 3 3 0 6 11 0 1 0 0 1 0
"AT1G02220" 113 88 80 25 18 18 103 41 84 14 24 54
"AT1G02228" 7 0 7 2 3 0 0 1 1 3 0 5
"AT1G02230" 15 39 39 9 8 28 14 16 24 6 7 23
"AT1G02250" 9 9 4 10 5 10 6 5 8 6 1 19
"AT1G02260" 312 460 372 161 204 245 210 86 135 114 174 200
"AT1G02270" 895 661 575 258 305 326 360 263 234 278 298 352
"AT1G02280" 4075 4290 4439 2141 1806 2130 2663 1200 1798 1796 1612 1749
"AT1G02290" 117 214 219 101 117 117 98 69 112 84 88 103
"AT1G02300" 1911 2659 3101 1006 1141 1322 958 715 702 720 940 1044
"AT1G02305" 3626 4276 4311 1830 2488 2046 2053 1232 1084 1152 2096 1512
"AT1G02310" 31 23 26 12 11 9 17 14 12 4 19 21
"AT1G02320" 4 5 0 1 4 3 0 2 0 1 3 1
"AT1G02330" 660 735 635 466 546 519 554 345 411 362 391 475
"AT1G02335" 401 654 555 135 241 194 128 127 103 104 165 147
"AT1G02340" 82 76 170 39 40 76 92 25 23 17 17 35
"AT1G02350" 120 212 234 86 92 103 91 42 62 44 75 60
"AT1G02360" 205 217 211 58 134 187 60 51 53 50 158 165
"AT1G02370" 205 241 192 114 79 123 151 60 109 105 116 115
"AT1G02380" 432 281 200 105 125 72 111 55 77 127 74 35
"AT1G02390" 78 59 37 16 14 64 21 27 35 25 22 33
"AT1G02391" 2 2 5 0 3 0 1 0 1 0 4 0
"AT1G02400" 130 87 250 52 100 355 78 63 70 23 106 458
"AT1G02405" 14 8 6 2 1 11 8 4 2 5 2 4
"AT1G02410" 678 812 711 372 337 401 453 233 262 347 320 318
"AT1G02420" 60 35 69 51 24 63 79 16 43 38 21 55
"AT1G02430" 63 69 74 12 48 26 27 18 32 17 28 28
"AT1G02440" 14 14 3 3 8 7 5 6 7 1 1 9
"AT1G02450" 53 114 71 7 48 81 9 137 17 16 61 32
"AT1G02460" 27 41 51 18 16 44 21 9 28 8 20 113
"AT1G02470" 34 37 54 18 23 56 12 25 22 12 31 43
"AT1G02475" 780 1202 893 228 420 402 229 288 351 169 297 379
"AT1G02480" 0 0 0 0 0 0 0 0 0 0 0 0
"AT1G02490" 3 9 3 1 3 4 1 1 2 3 1 3
"AT1G02500" 3653 4749 5334 2088 1730 2625 2492 1396 1531 1475 1980 2550
"AT1G02510" 10 8 5 7 1 13 3 6 1 3 3 13
"AT1G02520" 61 21 67 27 30 63 17 31 43 17 21 49
"AT1G02530" 33 46 64 37 26 33 22 14 38 18 30 32
"AT1G02540" 10 8 15 8 8 5 6 6 3 1 7 11
"AT1G02550" 9 3 8 6 0 8 5 5 6 1 3 9
"AT1G02560" 7905 9615 8622 4444 4145 5008 5213 2855 4116 3683 3404 4161
"AT1G02570" 14 13 5 3 6 4 7 6 11 2 4 2
"AT1G02575" 5 2 4 5 3 3 4 2 12 4 5 9
"AT1G02580" 34 18 26 9 12 28 14 11 9 11 13 11
"AT1G02590" 3 0 0 2 2 3 2 1 0 1 0 1
"AT1G02600" 0 2 0 1 0 1 0 0 0 0 0 4
"AT1G02610" 1059 932 1023 497 460 630 604 174 298 309 283 218
"AT1G02620" 44 46 65 59 28 72 80 13 25 15 25 28
"AT1G02630" 59 100 50 30 52 43 45 22 21 30 35 32
"AT1G02640" 2939 3123 2767 2805 1247 1268 3605 320 643 1044 763 639
"AT1G02650" 155 87 64 59 27 51 59 17 55 41 19 37
"AT1G02660" 6311 2857 3135 2147 1056 2007 4345 381 1127 2028 494 703
"AT1G02670" 135 116 136 106 52 85 126 17 60 51 34 58
"AT1G02680" 486 484 583 338 372 409 360 162 185 204 318 274
"AT1G02681" 4 1 10 1 2 9 0 1 3 1 1 7
"AT1G02690" 423 485 486 291 155 325 343 147 208 286 121 156
"AT1G02700" 56 59 40 24 24 50 18 8 22 14 9 23
"AT1G02710" 22 16 36 1 9 17 3 9 13 1 3 9
"AT1G02720" 156 182 168 93 89 131 63 45 80 47 70 103
"AT1G02730" 976 1153 1204 976 420 1047 1153 446 962 1308 427 832
"AT1G02740" 159 136 139 120 57 157 157 31 77 95 37 99
"AT1G02750" 476 496 579 187 185 307 219 131 164 143 155 218
"AT1G02760" 0 0 2 0 2 6 2 0 0 0 0 0
"AT1G02770" 28 6 9 7 15 18 12 6 13 4 9 10
"AT1G02780" 16599 18518 17266 8033 7855 8855 9364 6464 7528 7964 7264 7629
"AT1G02790" 13 31 27 14 18 5 14 9 7 4 2 10
"AT1G02800" 70 77 94 36 45 52 28 26 38 25 35 56
"AT1G02810" 31 41 29 15 9 39 24 11 34 22 12 41
"AT1G02813" 5 7 6 0 0 3 4 5 8 3 3 5
"AT1G02816" 410 512 465 144 194 221 183 88 147 139 151 128
"AT1G02820" 184 135 94 16 42 32 29 59 32 92 27 31
"AT1G02830" 2 6 2 1 0 1 0 0 7 5 2 5
"AT1G02840" 3053 3533 4108 2304 1574 2181 2684 1071 1320 1610 1733 1560
"AT1G02850" 54 60 159 38 19 56 38 20 63 23 71 97
"AT1G02860" 842 924 1108 566 347 509 696 156 250 224 305 396
"AT1G02870" 801 988 787 373 818 468 422 497 317 281 523 374
"AT1G02880" 317 392 445 132 148 185 156 124 127 115 169 217
"AT1G02890" 767 874 970 1437 455 1316 1541 266 664 995 268 843
"AT1G02900" 96 76 109 49 33 69 40 25 39 11 32 48
"AT1G02910" 505 576 484 310 239 356 372 174 283 260 199 292
"AT1G02920" 383 240 1017 122 91 378 139 68 295 70 248 447
"AT1G02930" 261 108 542 58 88 316 80 57 197 50 190 419
"AT1G02940" 18 25 31 5 7 10 1 9 11 4 13 18
"AT1G02950" 82 91 90 32 57 43 43 35 35 36 44 50
"AT1G02952" 0 2 1 0 0 0 0 0 2 0 0 0
"AT1G02960" 548 672 647 414 426 412 477 188 181 254 336 320
"AT1G02965" 7 16 3 7 1 12 8 0 12 0 8 15
"AT1G02970" 113 187 130 59 44 72 54 53 86 60 55 65
"AT1G02980" 34 23 21 19 17 21 17 11 18 5 16 21
"AT1G02990" 252 339 337 208 180 263 224 118 152 153 114 233
"AT1G03000" 1212 1406 1569 914 677 949 1031 370 656 745 502 775
"AT1G03010" 38 54 23 29 29 24 16 16 13 13 24 10
"AT1G03020" 40 60 19 6 17 21 15 6 14 6 8 20
"AT1G03022" 0 1 2 0 0 1 0 0 1 0 1 0
"AT1G03030" 669 619 632 292 223 315 335 183 235 187 201 271
"AT1G03040" 455 612 683 349 295 460 376 249 280 239 359 401
"AT1G03050" 28 12 21 13 6 25 9 14 21 10 6 22
"AT1G03055" 273 171 185 60 36 48 65 50 55 102 38 55
"AT1G03060" 617 714 725 592 420 966 688 312 553 443 341 789
"AT1G03070" 30 39 38 12 11 13 11 4 19 16 20 15
"AT1G03080" 1856 1944 2437 1734 1778 3011 2106 877 1825 1122 1378 3035
"AT1G03090" 1895 1614 2050 2759 1093 1878 3549 245 592 669 548 953
"AT1G03100" 37 67 38 38 33 53 50 28 28 35 32 34
"AT1G03103" 7 6 5 4 7 3 4 4 4 0 1 2
"AT1G03106" 7 7 26 10 9 3 7 10 6 6 23 6
"AT1G03110" 290 370 346 134 98 232 173 128 177 118 98 151
"AT1G03120" 33 32 28 26 19 47 32 16 21 19 17 13
"AT1G03130" 12470 14413 9629 2566 6069 5518 3997 4875 4882 2628 3909 4970
"AT1G03140" 1669 1741 1955 1257 1257 1805 1503 514 961 825 995 1275
"AT1G03150" 1019 1380 1331 483 803 1248 575 460 678 433 447 973
"AT1G03160" 943 963 1157 835 399 716 675 324 619 610 357 789
"AT1G03170" 15 30 24 18 161 27 32 137 11 28 153 8
"AT1G03180" 149 217 185 113 96 145 92 60 103 96 72 113
"AT1G03190" 169 214 306 138 91 170 128 96 102 95 100 146
"AT1G03200" 5 1 0 5 1 2 1 2 2 0 1 7
"AT1G03210" 253 298 290 198 219 270 233 107 113 104 203 182
"AT1G03220" 754 547 654 142 285 558 254 224 377 250 247 518
"AT1G03230" 407 380 555 93 218 345 140 183 229 119 198 375
"AT1G03240" 0 1 3 7 12 11 4 14 2 0 9 3
"AT1G03250" 477 583 516 271 250 314 281 155 178 210 229 254
"AT1G03260" 140 204 175 68 76 132 72 46 95 54 97 78
"AT1G03270" 248 212 218 105 80 105 109 66 100 78 69 86
"AT1G03280" 679 703 795 417 393 575 554 264 369 314 357 452
"AT1G03290" 952 1035 991 892 605 771 1096 273 315 401 609 671
"AT1G03300" 224 214 205 178 110 132 142 106 149 244 107 110
"AT1G03310" 777 995 801 321 454 457 394 537 403 498 342 524
"AT1G03320" 15 19 20 8 10 11 6 7 13 6 7 11
"AT1G03330" 922 1260 1272 451 582 625 480 416 357 333 547 496
"AT1G03340" 107 89 71 44 35 55 56 52 62 42 23 53
"AT1G03350" 672 915 771 486 508 874 609 325 546 387 377 722
"AT1G03360" 664 682 550 257 231 387 323 177 371 272 205 243
"AT1G03365" 205 257 296 186 126 294 212 106 162 145 135 216
"AT1G03370" 637 583 513 385 316 634 561 141 315 220 265 486
"AT1G03380" 457 660 618 321 244 631 340 155 277 220 217 483
"AT1G03390" 16 7 14 9 18 36 1 9 12 1 10 18
"AT1G03400" 1015 934 807 401 496 467 446 187 275 202 378 310
"AT1G03410" 95 68 91 51 29 58 41 31 25 60 28 55
"AT1G03420" 3 6 2 2 4 10 4 2 3 0 13 1
"AT1G03430" 1023 1149 1061 378 408 522 448 306 275 309 356 417
"AT1G03440" 230 228 184 89 116 141 87 115 134 179 138 158
"AT1G03445" 39 30 46 16 13 28 16 15 25 12 21 14
"AT1G03457" 180 161 130 72 65 89 100 26 76 64 32 90
"AT1G03470" 363 346 326 183 183 307 213 129 257 215 135 280
"AT1G03475" 13984 16826 17232 6735 8536 8210 7401 5471 6147 6110 7068 6676
"AT1G03490" 14 5 8 6 7 5 6 6 9 2 5 9
"AT1G03495" 72 76 54 17 16 32 25 26 33 32 28 27
"AT1G03502" 1 2 1 0 0 0 0 0 0 1 0 0
"AT1G03506" 55 40 43 5 11 6 8 21 6 6 9 4
"AT1G03510" 51 69 59 39 21 59 50 22 49 16 11 46
"AT1G03515" 3 0 1 0 0 0 0 1 0 0 0 0
"AT1G03520" 594 606 647 265 302 447 335 169 246 180 196 258
"AT1G03530" 472 493 568 335 473 652 354 356 424 330 349 553
"AT1G03540" 34 40 28 36 19 39 27 8 25 37 24 17
"AT1G03545" 20 17 23 13 3 14 10 2 15 7 7 21
"AT1G03550" 131 134 148 72 119 101 50 59 36 49 108 76
"AT1G03560" 245 231 322 184 100 202 238 62 144 105 82 171
"AT1G03570" 0 0 1 0 0 0 1 0 0 0 0 0
"AT1G03580" 122 95 153 125 74 93 125 18 12 24 71 51
"AT1G03590" 801 731 824 483 326 459 679 134 220 275 267 269
"AT1G03600" 13969 15032 14797 3897 4595 6532 4639 4226 5137 3620 4054 5513
"AT1G03610" 1118 939 1166 362 438 566 512 247 311 375 264 351
"AT1G03620" 175 114 152 64 44 103 89 29 30 48 55 78
"AT1G03630" 14376 13707 14827 6173 6316 5392 7506 5422 5940 7986 4373 4976
"AT1G03640" 0 5 1 0 0 0 0 1 0 0 0 0
"AT1G03650" 179 280 256 211 87 170 131 57 100 98 80 150
"AT1G03660" 33 27 25 9 8 15 10 14 18 4 14 17
"AT1G03670" 14 19 35 7 17 27 3 11 12 7 4 13
"AT1G03680" 5710 7186 6804 2754 4472 3781 2814 2725 2762 1989 3501 3334
"AT1G03687" 113 107 108 61 60 120 74 49 80 61 37 88
"AT1G03700" 5 1 19 2 6 5 3 7 1 3 4 5
"AT1G03710" 33 37 34 18 16 33 14 20 18 12 8 22
"AT1G03720" 6 5 6 10 4 0 1 4 4 4 4 1
"AT1G03730" 272 345 329 95 141 462 98 94 122 94 109 139
"AT1G03740" 1996 1851 2358 2324 1003 2836 2112 555 983 1089 945 1996
"AT1G03743" 728 1011 642 122 354 185 144 287 179 166 297 212
"AT1G03746" 919 1093 776 197 327 372 226 341 292 215 272 317
"AT1G03750" 149 186 192 148 100 198 158 63 117 97 83 142
"AT1G03760" 146 156 174 168 62 128 178 60 85 108 77 90
"AT1G03770" 101 138 138 137 91 172 163 43 68 108 74 135
"AT1G03780" 485 532 534 462 284 594 517 207 494 447 169 455
"AT1G03790" 8 18 20 11 6 16 12 5 14 3 15 16
"AT1G03800" 14 11 16 15 3 8 9 3 6 2 4 6
"AT1G03810" 10 1 5 3 1 14 3 1 1 2 7 9
"AT1G03820" 114 107 240 29 56 84 53 83 64 56 60 107
"AT1G03830" 293 422 379 305 184 342 302 114 211 202 191 273
"AT1G03840" 31 21 24 12 11 49 6 12 25 6 7 29
"AT1G03850" 362 285 375 46 71 103 70 69 78 63 33 58
"AT1G03860" 1023 1153 994 582 381 600 605 353 526 505 364 525
"AT1G03870" 1824 1492 1141 398 512 663 580 263 514 309 335 307
"AT1G03880" 13 20 8 7 9 23 16 6 10 2 13 23
"AT1G03890" 11 17 15 20 2 11 20 7 12 6 8 20
"AT1G03900" 462 515 523 282 325 424 363 186 241 210 242 290
"AT1G03905" 110 128 145 61 63 85 81 25 49 38 74 77
"AT1G03910" 2061 2487 2520 1775 2281 2672 2108 1321 1740 1501 1863 1948
"AT1G03920" 62 76 100 38 27 45 45 34 38 33 32 60
"AT1G03930" 1619 2281 1955 1629 723 1442 1882 589 958 1504 731 1195
"AT1G03935" 39 66 40 6 31 16 5 31 5 12 20 10
"AT1G03940" 45 25 44 22 18 26 20 16 13 34 18 16
"AT1G03950" 209 286 292 125 188 254 181 94 125 110 125 160
"AT1G03960" 316 465 412 181 172 216 139 118 125 118 209 266
"AT1G03970" 372 363 372 193 75 425 230 84 424 172 67 328
"AT1G03980" 17 46 51 25 22 41 27 11 22 11 9 23
"AT1G03982" 10 8 7 7 4 3 2 4 2 1 5 8
"AT1G03990" 57 64 39 22 25 55 20 18 25 18 20 48
"AT1G04000" 168 209 137 45 132 113 69 101 62 57 111 68
"AT1G04010" 214 272 263 91 98 117 131 76 71 86 107 89
"AT1G04020" 478 700 566 218 280 284 212 265 246 275 213 248
"AT1G04030" 143 172 223 117 64 173 113 63 88 94 59 83
"AT1G04040" 2687 3823 2865 1209 1961 1439 1395 932 1073 1015 1311 968
"AT1G04050" 105 121 105 47 59 98 59 61 45 53 58 60
"AT1G04070" 125 204 198 63 76 84 72 106 38 51 81 87
"AT1G04080" 1517 1875 1828 990 620 1029 1179 447 724 568 700 939
"AT1G04090" 29 52 40 28 15 49 22 22 23 13 14 20
"AT1G04100" 108 115 113 50 44 91 74 28 47 24 60 56
"AT1G04110" 459 327 352 641 152 389 474 164 352 434 114 389
"AT1G04120" 953 1114 1108 616 409 631 638 398 456 505 489 597
"AT1G04130" 204 175 324 86 103 136 129 97 137 123 82 103
"AT1G04140" 1184 1481 1671 727 590 1032 771 361 535 529 582 800
"AT1G04150" 34 21 34 18 13 47 14 14 35 12 27 35
"AT1G04160" 270 167 276 223 59 168 308 75 183 183 74 194
"AT1G04170" 1801 2153 2162 1197 720 1321 1204 687 872 1133 781 1127
"AT1G04171" 3 2 4 2 0 0 2 1 6 0 0 0
"AT1G04180" 13 23 42 19 19 31 16 5 24 4 6 29
"AT1G04190" 794 942 1048 700 400 709 868 382 487 743 350 534
"AT1G04200" 1869 1485 1532 1026 771 728 1453 383 486 698 532 739
"AT1G04210" 910 880 830 496 274 534 649 249 415 536 225 458
"AT1G04220" 35 49 54 28 31 37 23 31 32 22 33 49
"AT1G04230" 279 293 277 213 84 217 231 85 114 145 117 161
"AT1G04240" 1523 2123 1627 459 975 742 753 566 531 606 650 398
"AT1G04250" 1276 866 894 355 264 326 461 195 307 466 213 291
"AT1G04260" 531 690 638 224 368 325 279 210 218 108 365 274
"AT1G04270" 5115 6229 5283 1702 2100 2343 2189 1682 2096 1654 1900 1984
"AT1G04280" 708 811 904 530 465 696 643 201 300 371 333 348
"AT1G04290" 172 216 212 25 118 76 31 71 70 35 99 97
"AT1G04295" 0 4 1 1 2 4 1 2 6 2 0 3
"AT1G04300" 2345 3270 3250 3199 2532 4352 3527 1262 2316 2123 1809 3423
"AT1G04310" 143 175 287 120 118 259 163 61 87 76 74 180
"AT1G04320" 0 1 8 0 0 0 0 1 0 0 1 0
"AT1G04330" 24 21 7 5 24 27 3 11 12 4 8 16
"AT1G04340" 404 552 428 183 206 213 222 138 119 129 152 221
"AT1G04350" 1396 1382 1367 508 539 486 553 475 463 705 415 458
"AT1G04360" 67 116 80 16 27 66 23 27 26 29 25 51
"AT1G04370" 2 0 15 2 1 2 4 0 3 5 0 6
"AT1G04380" 16 25 32 6 7 12 6 5 5 3 5 3
"AT1G04390" 245 327 290 200 136 158 206 76 125 137 104 148
"AT1G04400" 1932 2675 2818 1910 1229 1807 2515 803 1297 1509 1025 1539
"AT1G04410" 14877 18269 20428 8828 6241 11223 9861 4444 7498 7403 5776 9634
"AT1G04420" 4258 4785 4343 1989 1881 1730 2398 1446 1472 2044 1595 1571
"AT1G04425" 237 371 364 88 117 164 155 154 149 71 129 95
"AT1G04430" 3232 3020 2460 1566 1161 1432 2552 568 1118 1313 840 934
"AT1G04440" 1293 1229 1247 978 554 1119 1062 281 634 699 363 864
"AT1G04445" 3 8 5 3 7 8 4 1 7 2 5 3
"AT1G04450" 11 15 15 6 6 18 14 6 1 5 9 24
"AT1G04457" 108 128 81 66 76 86 67 45 77 83 68 70
"AT1G04470" 23 39 34 18 16 48 15 16 21 10 23 30
"AT1G04480" 4612 5313 4945 1706 2152 2545 2153 1826 2067 1537 2227 2073
"AT1G04490" 47 44 29 12 16 13 14 7 11 17 5 10
"AT1G04500" 30 11 39 15 5 21 7 7 13 7 7 8
"AT1G04501" 0 1 0 2 0 0 0 2 3 0 0 1
"AT1G04510" 825 942 927 539 412 662 616 300 452 481 418 613
"AT1G04520" 208 273 200 108 84 112 126 108 141 132 84 94
"AT1G04530" 1478 1379 1358 588 407 686 884 442 564 686 382 607
"AT1G04540" 21 18 20 23 9 48 9 4 18 11 8 27
"AT1G04550" 452 490 610 171 240 281 232 209 158 213 197 204
"AT1G04555" 246 247 280 101 182 128 125 100 69 71 127 97
"AT1G04560" 7 6 14 5 3 10 10 6 11 2 4 9
